车辆ID,发车时间,发车位置,方向,期望速度,车辆类型名称,路径
6014,41.75997,1127.173_0.8429536_1100.371,Left,20.03582,0_1,61_51
6015,43.83997,877.7881_0.8429536_1173.138,Left,18.33968,0_1,51_66
6016,45.43996,892.6105_0.8651666_1175.439,Left,14.67204,0_0,51_61
6017,45.91996,1128.12_0.688456_1094.446,Left,7.806947,0_4,61_66
6018,47.03996,1129.067_0.8429536_1088.521,Left,20.17335,0_1,61_66
6019,48.31996,757.6463_0.8433979_1029.935,Right,15.25492,0_2,66_51
6020,48.63996,933.6493_0.8651666_907.6638,Left,16.15562,0_0,65_66
6021,48.95996,936.619_0.730626_908.089,Left,16.25688,0_3,65_51
6022,49.27996,892.6105_0.9621004_1175.439,Left,19.24535,2_0,51_61
6023,50.07996,1127.173_0.688456_1100.371,Left,30.51392,0_4,61_51
6024,50.55996,760.5212_0.8429536_1012.166,Right,21.91386,0_1,66_65
6025,51.67996,939.5887_0.688456_908.5142,Left,20.89382,0_4,65_51
6026,52.63996,948.4979_0.8433979_909.7896,Left,32.56639,0_2,65_61
6027,52.63996,877.7881_1.710887_1173.138,Left,27.76756,1_1,51_66
6028,52.95996,892.6105_0.8651666_1175.439,Left,21.32949,0_0,51_61
6029,54.07996,889.6461_0.9621004_1174.979,Left,26.94649,2_0,51_65
6030,54.71996,758.1254_0.8433979_1026.974,Right,13.43082,0_2,66_51
6031,57.43995,760.042_0.9621004_1015.128,Right,27.01358,2_0,66_61
6032,57.59995,933.6493_0.8433979_907.6638,Left,27.67763,0_2,65_66
6033,57.75995,1130.014_0.9621004_1082.596,Left,16.73316,2_0,61_65
6034,59.51995,1128.593_0.8429536_1091.483,Left,16.39794,0_1,61_66
6035,61.11995,945.5281_0.8433979_909.3644,Left,11.24389,0_2,65_51
6036,61.59995,1127.646_0.8433979_1097.408,Left,25.72166,0_2,61_66
6037,61.59995,939.5887_0.8433979_908.5142,Left,7.295809,0_2,65_51
6038,62.23995,883.7171_0.688456_1174.058,Left,31.70759,0_4,51_65
6039,63.03995,760.5212_0.730626_1012.166,Right,26.42153,0_3,66_65
6040,64.95997,942.5584_0.8433979_908.9393,Left,24.62599,0_2,65_51
6041,65.75999,933.6493_0.8651666_907.6638,Left,14.73186,0_0,65_66
6042,67.20002,760.5212_0.730626_1012.166,Right,32.51287,0_3,66_65
6043,68.64005,757.6463_0.688456_1029.935,Right,28.84145,0_4,66_51
6044,68.80006,1128.12_0.9621004_1094.446,Left,8.920884,2_0,61_66
6045,69.44007,1128.593_0.8433979_1091.483,Left,22.86053,0_2,61_66
6046,69.92008,1130.014_0.688456_1082.596,Left,17.51132,0_4,61_65
6047,71.52012,760.5212_0.9621004_1012.166,Right,14.89906,2_0,66_65
6048,71.52012,892.6105_0.8433979_1175.439,Left,18.70994,0_2,51_61
6049,72.32014,883.7171_0.8429536_1174.058,Left,25.45161,0_1,51_65
6050,72.80015,877.7881_0.9621004_1173.138,Left,20.39563,2_0,51_66
6051,73.76017,948.4979_0.730626_909.7896,Left,11.75788,0_3,65_61
6052,74.08018,883.7171_0.9621004_1174.058,Left,8.517469,2_0,51_65
6053,75.2002,1127.173_0.8433979_1100.371,Left,23.59677,0_2,61_51
6054,75.2002,760.5212_0.688456_1012.166,Right,19.21715,0_4,66_65
6055,76.00022,889.6461_0.8433979_1174.979,Left,31.47038,0_2,51_65
6056,76.32023,1129.54_0.730626_1085.559,Left,9.805781,0_3,61_65
6057,79.04029,892.6105_0.8429536_1175.439,Left,12.42278,0_1,51_61
6058,79.3603,877.7881_0.8433979_1173.138,Left,10.03313,0_2,51_66
6059,80.64033,1127.173_0.688456_1100.371,Left,21.69033,0_4,61_51
6060,81.60035,933.6493_1.710887_907.6638,Left,5.832519,1_1,65_66
6061,81.60035,760.5212_0.8429536_1012.166,Right,22.68786,0_1,66_65
6062,81.76035,886.6816_0.8429536_1174.519,Left,31.07513,0_1,51_65
6063,81.92036,880.7526_0.730626_1173.598,Left,13.09222,0_3,51_65
6064,84.80042,1127.173_0.730626_1100.371,Left,29.74885,0_3,61_51
6065,84.96043,1127.646_0.8429536_1097.408,Left,30.72642,0_1,61_66
6066,86.08045,1129.54_0.688456_1085.559,Left,23.92801,0_4,61_65
6067,86.08045,758.1254_0.8433979_1026.974,Right,24.76486,0_2,66_51
6068,86.40046,757.6463_1.710887_1029.935,Right,24.3083,1_1,66_51
6069,87.68049,877.7881_0.688456_1173.138,Left,15.18764,0_4,51_66
6070,88.0005,892.6105_0.688456_1175.439,Left,31.49649,0_4,51_61
6071,88.3205,1130.014_0.8433979_1082.596,Left,20.92763,0_2,61_65
6072,88.48051,1127.173_0.9621004_1100.371,Left,5.574414,2_0,61_51
6073,89.12052,948.4979_0.8651666_909.7896,Left,25.24809,0_0,65_61
6074,90.08054,936.619_0.688456_908.089,Left,29.93987,0_4,65_51
6075,90.40055,1130.014_0.8651666_1082.596,Left,7.544929,0_0,61_65
6076,91.68058,759.0837_0.730626_1021.051,Right,12.05725,0_3,66_61
6077,92.16059,759.5629_0.730626_1018.089,Right,16.18267,0_3,66_61
6078,92.32059,760.5212_0.730626_1012.166,Right,16.35805,0_3,66_65
6079,92.6406,1127.646_1.362484_1097.408,Left,25.50796,1_2,61_66
6080,94.24064,948.4979_0.730626_909.7896,Left,31.84525,0_3,65_61
6081,94.56065,877.7881_0.9621004_1173.138,Left,10.71203,2_0,51_66
6082,95.20066,760.5212_0.9621004_1012.166,Right,10.47926,2_0,66_65
6083,95.68067,880.7526_0.8429536_1173.598,Left,13.85251,0_1,51_65
6084,96.16068,1127.173_0.8651666_1100.371,Left,5.757973,0_0,61_51
6085,97.1207,1129.54_0.8433979_1085.559,Left,29.78116,0_2,61_65
6086,97.76072,877.7881_0.8429536_1173.138,Left,8.829213,0_1,51_66
6087,97.92072,758.6046_0.688456_1024.012,Right,7.015426,0_4,66_51
6088,98.24073,1129.067_0.9621004_1088.521,Left,12.77668,2_0,61_66
6089,98.24073,948.4979_0.730626_909.7896,Left,14.76459,0_3,65_61
6090,100.3208,883.7171_0.730626_1174.058,Left,9.737715,0_3,51_65
6091,101.1208,889.6461_0.9621004_1174.979,Left,16.21443,2_0,51_65
6092,102.0808,948.4979_0.688456_909.7896,Left,21.15098,0_4,65_61
6093,102.5608,1129.54_0.9621004_1085.559,Left,9.97023,2_0,61_65
6094,102.7208,758.1254_0.9621004_1026.974,Right,17.05282,2_0,66_51
6095,103.3608,760.5212_0.8429536_1012.166,Right,22.73391,0_1,66_65
6096,103.8409,758.6046_0.9621004_1024.012,Right,11.91329,2_0,66_51
6097,108.481,880.7526_1.710887_1173.598,Left,10.52179,1_1,51_65
6098,108.801,933.6493_0.688456_907.6638,Left,31.39326,0_4,65_66
6099,108.961,892.6105_0.8651666_1175.439,Left,18.21275,0_0,51_61
6100,109.281,1129.067_0.8651666_1088.521,Left,5.793869,0_0,61_66
6101,109.441,877.7881_0.688456_1173.138,Left,16.44402,0_4,51_66
6102,110.561,1128.12_0.688456_1094.446,Left,10.8716,0_4,61_66
6103,114.4011,760.5212_0.8433979_1012.166,Right,8.306886,0_2,66_65
6104,117.2812,933.6493_1.710887_907.6638,Left,13.61571,1_1,65_66
6105,117.9212,758.6046_0.8429536_1024.012,Right,21.0574,0_1,66_51
6106,118.7212,948.4979_0.8433979_909.7896,Left,10.25277,0_2,65_61
6107,121.4413,883.7171_0.8433979_1174.058,Left,21.29467,0_2,51_65
6108,121.9213,936.619_0.9621004_908.089,Left,15.428,2_0,65_51
6109,124.9613,933.6493_0.8433979_907.6638,Left,31.85409,0_2,65_66
6110,126.7214,948.4979_0.730626_909.7896,Left,13.01852,0_3,65_61
6111,129.7614,942.5584_0.8429536_908.9393,Left,6.353136,0_1,65_51
6112,130.0815,760.5212_0.730626_1012.166,Right,31.1521,0_3,66_65
6113,130.5615,877.7881_0.8651666_1173.138,Left,10.23217,0_0,51_66
6114,130.7215,1128.12_0.730626_1094.446,Left,18.18633,0_3,61_66
6115,131.3615,933.6493_0.8433979_907.6638,Left,19.98885,0_2,65_66
6116,131.6815,760.5212_1.710887_1012.166,Right,20.85769,1_1,66_65
6117,134.5616,892.6105_0.730626_1175.439,Left,33.15295,0_3,51_61
6118,134.8816,758.1254_0.8429536_1026.974,Right,29.01108,0_1,66_51
6119,135.0416,880.7526_0.8429536_1173.598,Left,31.05101,0_1,51_65
6120,136.3216,892.6105_0.688456_1175.439,Left,6.084899,0_4,51_61
6121,137.7616,759.5629_0.8429536_1018.089,Right,18.69866,0_1,66_61
6122,138.0816,1129.54_0.9621004_1085.559,Left,16.49945,2_0,61_65
6123,140.3217,1127.646_1.710887_1097.408,Left,7.400771,1_1,61_66
6124,140.9617,757.6463_0.9621004_1029.935,Right,7.980339,2_0,66_51
6125,142.8817,948.4979_0.730626_909.7896,Left,9.653577,0_3,65_61
6126,143.0417,758.6046_0.9621004_1024.012,Right,6.793585,2_0,66_51
6127,143.5218,877.7881_0.9621004_1173.138,Left,14.49699,2_0,51_66
6128,144.0018,886.6816_0.9621004_1174.519,Left,19.03715,2_0,51_65
6129,144.9618,1127.173_0.9621004_1100.371,Left,17.48599,2_0,61_51
6130,144.9618,892.6105_0.8651666_1175.439,Left,27.97868,0_0,51_61
6131,146.8818,760.5212_1.362484_1012.166,Right,24.2928,1_2,66_65
6132,148.8019,1129.54_0.8651666_1085.559,Left,17.01051,0_0,61_65
6133,149.6019,933.6493_0.8651666_907.6638,Left,21.7947,0_0,65_66
6134,149.6019,760.042_0.688456_1015.128,Right,21.11924,0_4,66_61
6135,151.3619,758.1254_1.362484_1026.974,Right,7.341846,1_2,66_51
6136,151.5219,880.7526_0.8651666_1173.598,Left,7.142003,0_0,51_65
6137,152.002,936.619_0.8433979_908.089,Left,7.118023,0_2,65_51
6138,152.322,758.6046_0.730626_1024.012,Right,27.45246,0_3,66_51
6139,152.482,933.6493_0.688456_907.6638,Left,10.7313,0_4,65_66
6140,152.642,757.6463_0.8433979_1029.935,Right,30.07177,0_2,66_51
6141,152.962,892.6105_0.730626_1175.439,Left,31.87799,0_3,51_61
6142,153.282,1127.173_0.730626_1100.371,Left,27.46196,0_3,61_51
6143,154.242,759.5629_0.730626_1018.089,Right,13.29671,0_3,66_61
6144,154.562,757.6463_0.8433979_1029.935,Right,26.90784,0_2,66_51
6145,156.3221,1130.014_0.9621004_1082.596,Left,16.98241,2_0,61_65
6146,158.8821,1127.173_0.9621004_1100.371,Left,8.544649,2_0,61_51
6147,161.4422,883.7171_0.8433979_1174.058,Left,28.76523,0_2,51_65
6148,161.6022,760.5212_0.688456_1012.166,Right,22.23558,0_4,66_65
6149,162.0822,757.6463_0.730626_1029.935,Right,11.12528,,66_51
6150,162.4022,892.6105_0.9621004_1175.439,Left,24.47243,2_0,51_61
6151,162.7222,758.1254_0.9621004_1026.974,Right,7.272714,2_0,66_51
6152,163.8422,1127.173_0.9621004_1100.371,Left,23.23821,2_0,61_51
6153,163.8422,760.042_0.8429536_1015.128,Right,16.95975,0_1,66_61
6154,164.3222,933.6493_0.9621004_907.6638,Left,23.68332,2_0,65_66
6155,165.6023,1128.12_1.710887_1094.446,Left,16.81253,1_1,61_66
6156,166.0823,889.6461_0.9621004_1174.979,Left,10.82579,2_0,51_65
6157,166.5623,892.6105_0.8429536_1175.439,Left,22.88531,0_1,51_61
6158,167.5223,877.7881_0.8429536_1173.138,Left,29.84913,0_1,51_66
6159,167.6823,760.5212_0.8651666_1012.166,Right,21.11258,0_0,66_65
6160,167.8423,1127.173_0.8433979_1100.371,Left,27.96558,0_2,61_51
6161,168.1623,883.7171_0.9621004_1174.058,Left,23.63893,2_0,51_65
6162,168.3223,948.4979_0.8429536_909.7896,Left,27.02171,0_1,65_61
6163,168.8023,933.6493_0.688456_907.6638,Left,7.872875,0_4,65_66
6164,169.1223,886.6816_0.688456_1174.519,Left,15.01803,0_4,51_65
6165,169.6024,760.042_0.730626_1015.128,Right,5.700084,0_3,66_61
6166,169.7624,758.6046_0.688456_1024.012,Right,14.26171,0_4,66_51
6167,170.5624,1130.014_0.730626_1082.596,Left,16.97722,0_3,61_65
6168,171.0424,883.7171_0.730626_1174.058,Left,31.64009,0_3,51_65
6169,171.5224,760.5212_0.8433979_1012.166,Right,30.73503,0_2,66_65
6170,174.2425,1127.173_0.9621004_1100.371,Left,22.79332,2_0,61_51
6171,175.2025,948.4979_0.688456_909.7896,Left,33.03497,0_4,65_61
6172,177.2825,877.7881_0.688456_1173.138,Left,27.15489,0_4,51_66
6173,178.5626,1130.014_0.688456_1082.596,Left,14.82262,0_4,61_65
6174,178.7226,892.6105_0.730626_1175.439,Left,31.83036,0_3,51_61
6175,179.6826,877.7881_0.8651666_1173.138,Left,11.63814,0_0,51_66
6176,180.6426,945.5281_0.8433979_909.3644,Left,28.63458,0_2,65_51
6177,180.9626,939.5887_0.9621004_908.5142,Left,9.530848,2_0,65_51
6178,180.9626,880.7526_0.8651666_1173.598,Left,10.97967,0_0,51_65
6179,181.1226,1127.173_0.8651666_1100.371,Left,32.15401,0_0,61_51
6180,181.4426,757.6463_0.9621004_1029.935,Right,6.027139,2_0,66_51
6181,182.2426,948.4979_0.9621004_909.7896,Left,15.90217,2_0,65_61
6182,182.2426,759.0837_0.8651666_1021.051,Right,8.228952,0_0,66_61
6183,183.5227,889.6461_0.8433979_1174.979,Left,24.05735,0_2,51_65
6184,183.6827,1127.646_0.9621004_1097.408,Left,17.42443,2_0,61_66
6185,183.8427,877.7881_0.688456_1173.138,Left,16.98216,0_4,51_66
6186,184.3227,1127.173_0.730626_1100.371,Left,17.86633,0_3,61_51
6187,184.6427,1129.54_0.8433979_1085.559,Left,10.73368,0_2,61_65
6188,184.6427,886.6816_0.9621004_1174.519,Left,11.43708,2_0,51_65
6189,185.2827,758.6046_0.730626_1024.012,Right,30.31739,0_3,66_51
6190,185.4427,948.4979_0.8651666_909.7896,Left,6.066384,0_0,65_61
6191,185.6027,759.5629_0.8429536_1018.089,Right,27.114,0_1,66_61
6192,186.2427,760.5212_0.688456_1012.166,Right,17.52418,0_4,66_65
6193,187.0428,877.7881_0.9621004_1173.138,Left,20.87418,2_0,51_66
6194,189.1228,1127.173_0.9621004_1100.371,Left,9.391777,2_0,61_51
6195,189.4428,892.6105_0.8429536_1175.439,Left,8.38972,0_1,51_61
6196,189.9228,1130.014_0.9621004_1082.596,Left,12.69307,2_0,61_65
6197,189.9228,880.7526_0.730626_1173.598,Left,30.96051,0_3,51_65
6198,190.4028,877.7881_0.9621004_1173.138,Left,20.88677,2_0,51_66
6199,192.6429,945.5281_0.8651666_909.3644,Left,19.03001,0_0,65_51
6200,195.2029,883.7171_0.8651666_1174.058,Left,19.55564,0_0,51_65
6201,195.683,757.6463_0.730626_1029.935,Right,26.58732,0_3,66_51
6202,201.2831,1128.593_0.730626_1091.483,Left,18.17968,0_3,61_66
6203,201.9231,889.6461_0.8429536_1174.979,Left,16.90931,0_1,51_65
6204,202.2431,877.7881_0.9621004_1173.138,Left,25.81609,2_0,51_66
6205,202.4031,1127.646_0.8651666_1097.408,Left,20.21904,0_0,61_66
6206,204.0031,760.5212_0.8433979_1012.166,Right,10.59325,0_2,66_65
6207,204.9632,1127.646_0.8433979_1097.408,Left,21.1691,0_2,61_66
6208,205.9232,757.6463_0.688456_1029.935,Right,23.67235,0_4,66_51
6209,206.5632,1127.173_0.688456_1100.371,Left,26.9837,0_4,61_51
6210,207.0432,1130.014_0.9621004_1082.596,Left,5.573377,2_0,61_65
6211,207.3632,758.1254_0.730626_1026.974,Right,31.20257,0_3,66_51
6212,207.8432,942.5584_0.9621004_908.9393,Left,13.74902,2_0,65_51
6213,208.9633,759.5629_0.8429536_1018.089,Right,31.97638,0_1,66_61
6214,208.9633,877.7881_0.9621004_1173.138,Left,18.45662,2_0,51_66
6215,209.4433,1127.173_0.9621004_1100.371,Left,17.6655,2_0,61_51
6216,209.4433,939.5887_0.730626_908.5142,Left,26.05425,0_3,65_51
6217,210.8833,948.4979_0.9621004_909.7896,Left,16.34729,2_0,65_61
6218,211.3633,880.7526_0.9621004_1173.598,Left,8.656664,2_0,51_65
6219,211.8433,933.6493_0.8429536_907.6638,Left,17.89112,0_1,65_66
6220,213.4434,1127.173_0.730626_1100.371,Left,30.32351,0_3,61_51
6221,213.6034,758.6046_0.8433979_1024.012,Right,25.86996,0_2,66_51
6222,213.9234,759.5629_0.688456_1018.089,Right,17.26402,0_4,66_61
6223,214.0834,886.6816_0.688456_1174.519,Left,9.412026,0_4,51_65
6224,214.8834,760.5212_0.9621004_1012.166,Right,12.8702,2_0,66_65
6225,215.5234,1127.173_0.8429536_1100.371,Left,33.28399,0_1,61_51
6226,216.9634,1128.593_0.9621004_1091.483,Left,13.73252,2_0,61_66
6227,217.4435,945.5281_0.8429536_909.3644,Left,12.87002,0_1,65_51
6228,219.2035,948.4979_0.8651666_909.7896,Left,28.81262,0_0,65_61
6229,219.5235,936.619_0.730626_908.089,Left,32.98312,0_3,65_51
6230,219.5235,880.7526_1.710887_1173.598,Left,15.02353,1_1,51_65
6231,220.8035,877.7881_0.688456_1173.138,Left,19.17506,0_4,51_66
6232,221.1235,1129.54_0.9621004_1085.559,Left,23.92489,2_0,61_65
6233,221.1235,1127.646_0.8429536_1097.408,Left,7.903489,0_1,61_66
6234,222.4036,1127.173_0.688456_1100.371,Left,33.3075,0_4,61_51
6235,223.0436,759.0837_1.710887_1021.051,Right,7.161623,1_1,66_61
6236,224.1636,758.6046_0.688456_1024.012,Right,21.84337,0_4,66_51
6237,224.6436,948.4979_0.8433979_909.7896,Left,19.54066,0_2,65_61
6238,224.6436,759.5629_0.8433979_1018.089,Right,26.88906,0_2,66_61
6239,224.8036,886.6816_0.9621004_1174.519,Left,27.44544,2_0,51_65
6240,224.9636,889.6461_0.9621004_1174.979,Left,12.90841,2_0,51_65
6241,225.2836,1130.014_0.9621004_1082.596,Left,24.11719,2_0,61_65
6242,226.0836,758.6046_0.9621004_1024.012,Right,25.27272,2_0,66_51
6243,226.0836,877.7881_0.9621004_1173.138,Left,12.78391,2_0,51_66
6244,226.8837,1127.173_0.8433979_1100.371,Left,20.76964,0_2,61_51
6245,226.8837,760.5212_0.9621004_1012.166,Right,16.10985,2_0,66_65
6246,227.3637,1128.593_0.9621004_1091.483,Left,22.82384,2_0,61_66
6247,228.1637,758.6046_0.9621004_1024.012,Right,6.034941,2_0,66_51
6248,228.6437,945.5281_0.688456_909.3644,Left,12.26473,0_4,65_51
6249,229.1237,886.6816_0.9621004_1174.519,Left,21.87523,2_0,51_65
6250,230.4037,1128.12_0.8433979_1094.446,Left,22.96079,0_2,61_66
6251,232.6438,1127.646_1.710887_1097.408,Left,22.5247,1_1,61_66
6252,232.9638,889.6461_0.730626_1174.979,Left,23.19513,0_3,51_65
6253,233.9238,760.042_0.8651666_1015.128,Right,30.36162,0_0,66_61
6254,234.0838,877.7881_0.9621004_1173.138,Left,7.044384,2_0,51_66
6255,234.0838,880.7526_0.8429536_1173.598,Left,24.2625,0_1,51_65
6256,235.2039,948.4979_0.730626_909.7896,Left,24.89568,0_3,65_61
6257,236.0039,942.5584_0.8429536_908.9393,Left,25.12161,0_1,65_51
6258,236.0039,757.6463_0.8433979_1029.935,Right,10.8885,0_2,66_51
6259,237.1239,948.4979_1.710887_909.7896,Left,24.73475,1_1,65_61
6260,237.2839,1128.593_0.8429536_1091.483,Left,6.507726,0_1,61_66
6261,237.6039,760.5212_0.688456_1012.166,Right,11.98726,0_4,66_65
6262,237.9239,760.042_0.9621004_1015.128,Right,13.75354,2_0,66_61
6263,238.0839,1129.54_0.8433979_1085.559,Left,18.41632,0_2,61_65
6264,238.8839,945.5281_0.730626_909.3644,Left,8.162471,0_3,65_51
6265,239.844,1127.173_0.9621004_1100.371,Left,19.33749,2_0,61_51
6266,240.324,757.6463_0.730626_1029.935,Right,27.46655,0_3,66_51
6267,240.804,936.619_0.9621004_908.089,Left,20.39603,2_0,65_51
6268,241.284,1129.54_0.8429536_1085.559,Left,18.33501,0_1,61_65
6269,244.4841,877.7881_0.730626_1173.138,Left,15.1934,0_3,51_66
6270,245.4441,939.5887_0.730626_908.5142,Left,11.51905,0_3,65_51
6271,246.5641,760.5212_0.9621004_1012.166,Right,8.358197,2_0,66_65
6272,247.6841,757.6463_0.730626_1029.935,Right,32.01479,0_3,66_51
6273,247.8441,759.5629_0.8433979_1018.089,Right,29.76246,0_2,66_61
6274,251.6842,760.5212_0.8429536_1012.166,Right,30.22259,0_1,66_65
6275,252.0042,1128.12_0.730626_1094.446,Left,13.44402,0_3,61_66
6276,255.6843,757.6463_0.9621004_1029.935,Right,8.374161,2_0,66_51
6277,256.0043,889.6461_0.8433979_1174.979,Left,12.57802,0_2,51_65
6278,257.4444,892.6105_0.9621004_1175.439,Left,9.665671,2_0,51_61
6279,257.9244,936.619_0.730626_908.089,Left,12.80801,0_3,65_51
6280,258.4044,1128.593_0.730626_1091.483,Left,24.64982,0_3,61_66
6281,258.4044,760.5212_0.688456_1012.166,Right,12.93696,0_4,66_65
6282,258.7244,1127.173_0.730626_1100.371,Left,20.06629,0_3,61_51
6283,259.6844,1129.067_0.8433979_1088.521,Left,24.11214,0_2,61_66
6284,260.6444,760.042_0.688456_1015.128,Right,9.516568,0_4,66_61
6285,260.6444,883.7171_0.9621004_1174.058,Left,21.35962,2_0,51_65
6286,260.8044,1127.173_0.8429536_1100.371,Left,11.08249,0_1,61_51
6287,261.6045,945.5281_0.730626_909.3644,Left,19.12968,0_3,65_51
6288,261.9245,889.6461_0.8433979_1174.979,Left,12.94759,0_2,51_65
6289,262.4045,1127.646_0.8651666_1097.408,Left,22.78473,0_0,61_66
6290,263.5245,948.4979_0.8429536_909.7896,Left,24.09539,0_1,65_61
6291,264.4845,892.6105_0.8433979_1175.439,Left,24.87923,0_2,51_61
6292,265.6046,1129.067_0.688456_1088.521,Left,29.87061,0_4,61_66
6293,265.7646,948.4979_0.730626_909.7896,Left,19.59557,0_3,65_61
6294,266.4046,889.6461_0.688456_1174.979,Left,10.06504,0_4,51_65
6295,267.5246,1129.067_0.730626_1088.521,Left,29.61906,0_3,61_66
6296,268.0046,933.6493_0.8429536_907.6638,Left,15.16967,0_1,65_66
6297,268.8046,1129.54_0.8429536_1085.559,Left,23.86117,0_1,61_65
6298,268.9646,1127.173_0.688456_1100.371,Left,24.47667,0_4,61_51
6299,270.2447,933.6493_0.8433979_907.6638,Left,5.9469,0_2,65_66
6300,270.4047,948.4979_0.8651666_909.7896,Left,19.77549,0_0,65_61
6301,272.1647,1128.593_0.688456_1091.483,Left,23.9437,0_4,61_66
6302,272.8047,939.5887_0.8651666_908.5142,Left,9.01271,0_0,65_51
6303,272.9647,880.7526_0.8651666_1173.598,Left,15.98222,0_0,51_65
6304,273.2847,948.4979_0.730626_909.7896,Left,17.526,0_3,65_61
6305,273.4447,760.042_0.9621004_1015.128,Right,12.47735,2_0,66_61
6306,274.7248,936.619_0.9621004_908.089,Left,26.14046,2_0,65_51
6307,275.2048,948.4979_0.9621004_909.7896,Left,7.555865,2_0,65_61
6308,277.2848,933.6493_0.8651666_907.6638,Left,7.935295,0_0,65_66
6309,278.5648,760.5212_0.9621004_1012.166,Right,26.90749,2_0,66_65
6310,279.0449,942.5584_0.9621004_908.9393,Left,22.08096,2_0,65_51
6311,280.9649,759.5629_0.8433979_1018.089,Right,15.39506,0_2,66_61
6312,284.965,760.5212_0.8429536_1012.166,Right,19.20859,0_1,66_65
6313,285.125,948.4979_0.9621004_909.7896,Left,14.58518,2_0,65_61
6314,285.765,1129.54_0.9621004_1085.559,Left,24.13194,2_0,61_65
6315,286.085,945.5281_0.730626_909.3644,Left,17.11794,0_3,65_51
6316,287.3651,880.7526_1.362484_1173.598,Left,16.74614,1_2,51_65
6317,288.4851,933.6493_0.730626_907.6638,Left,5.669473,0_3,65_66
6318,289.2851,877.7881_0.730626_1173.138,Left,27.5356,0_3,51_66
6319,289.9251,1129.067_1.362484_1088.521,Left,27.178,1_2,61_66
6320,290.5651,948.4979_0.8651666_909.7896,Left,8.163082,0_0,65_61
6321,292.4852,942.5584_0.9621004_908.9393,Left,12.97915,2_0,65_51
6322,292.8052,1130.014_0.730626_1082.596,Left,17.22448,0_3,61_65
6323,292.9652,886.6816_0.8651666_1174.519,Left,6.816894,0_0,51_65
6324,293.2852,939.5887_0.9621004_908.5142,Left,26.4851,2_0,65_51
6325,296.0052,760.042_0.730626_1015.128,Right,28.6066,0_3,66_61
6326,296.1653,948.4979_0.8429536_909.7896,Left,32.10324,0_1,65_61
