车辆ID,发车时间,发车位置,方向,期望速度,车辆类型名称,路径
13684,43.51997,760.5212_0.8429536_1012.166,Right,15.91158,0_1,66_65
13685,44.31997,948.4979_0.730626_909.7896,Left,30.29282,0_3,65_61
13686,44.95996,757.6463_0.8433979_1029.935,Right,21.116,0_2,66_51
13687,46.23996,933.6493_0.8433979_907.6638,Left,16.30882,0_2,65_66
13688,46.87996,948.4979_0.9621004_909.7896,Left,14.89954,2_0,65_61
13689,47.67996,1129.067_0.8429536_1088.521,Left,28.68511,0_1,61_66
13690,47.99996,936.619_0.9621004_908.089,Left,15.70037,2_0,65_51
13691,48.31996,892.6105_0.730626_1175.439,Left,19.46738,0_3,51_61
13692,49.75996,1127.173_0.730626_1100.371,Left,14.98561,0_3,61_51
13693,51.03996,1130.014_0.9621004_1082.596,Left,20.17661,2_0,61_65
13694,51.67996,1129.54_0.9621004_1085.559,Left,26.46763,2_0,61_65
13695,51.99996,948.4979_0.730626_909.7896,Left,27.19974,0_3,65_61
13696,54.39996,1127.173_0.8651666_1100.371,Left,29.01858,0_0,61_51
13697,54.71996,942.5584_0.9621004_908.9393,Left,18.81135,2_0,65_51
13698,55.19995,933.6493_0.9621004_907.6638,Left,12.7472,2_0,65_66
13699,55.35995,758.6046_0.8429536_1024.012,Right,20.59404,0_1,66_51
13700,57.11995,945.5281_0.8651666_909.3644,Left,18.81039,0_0,65_51
13701,58.39995,1127.173_0.9621004_1100.371,Left,26.68347,2_0,61_51
13702,59.67995,757.6463_0.730626_1029.935,Right,29.25045,0_3,66_51
13703,59.83995,760.5212_0.688456_1012.166,Right,6.275782,0_4,66_65
13704,64.95997,758.6046_0.8651666_1024.012,Right,8.627822,0_0,66_51
13705,66.4,1130.014_0.688456_1082.596,Left,24.09263,0_4,61_65
13706,67.04002,933.6493_0.8429536_907.6638,Left,17.17766,0_1,65_66
13707,68.00004,892.6105_0.9621004_1175.439,Left,17.65667,2_0,51_61
13708,68.64005,1127.173_0.9621004_1100.371,Left,26.3735,2_0,61_51
13709,68.80006,877.7881_0.730626_1173.138,Left,19.20341,0_3,51_66
13710,69.76008,1129.54_0.8651666_1085.559,Left,13.90013,0_0,61_65
13711,70.24009,892.6105_0.8429536_1175.439,Left,25.10183,0_1,51_61
13712,70.5601,1127.173_0.8433979_1100.371,Left,29.98439,0_2,61_51
13713,72.64014,1130.014_0.8433979_1082.596,Left,10.42269,0_2,61_65
13714,72.96015,948.4979_1.710887_909.7896,Left,10.84167,1_1,65_61
13715,72.96015,877.7881_0.8433979_1173.138,Left,31.78333,0_2,51_66
13716,73.76017,936.619_1.710887_908.089,Left,27.68779,1_1,65_51
13717,74.72019,760.5212_0.9621004_1012.166,Right,15.13868,2_0,66_65
13718,76.16022,877.7881_0.9621004_1173.138,Left,24.76171,2_0,51_66
13719,76.64024,1128.593_0.8429536_1091.483,Left,29.80482,0_1,61_66
13720,77.28025,886.6816_0.9621004_1174.519,Left,8.141814,2_0,51_65
13721,77.76026,1127.173_0.688456_1100.371,Left,29.20204,0_4,61_51
13722,78.08027,939.5887_0.688456_908.5142,Left,17.99804,0_4,65_51
13723,79.04029,760.5212_0.8429536_1012.166,Right,16.11462,0_1,66_65
13724,79.3603,1129.067_0.8433979_1088.521,Left,7.721348,0_2,61_66
13725,79.68031,933.6493_0.8429536_907.6638,Left,32.28569,0_1,65_66
13726,79.84031,933.6493_1.710887_907.6638,Left,26.64113,1_1,65_66
13727,80.00031,1130.014_0.730626_1082.596,Left,29.32781,0_3,61_65
13728,80.96033,1128.12_0.8429536_1094.446,Left,32.63943,0_1,61_66
13729,82.88038,886.6816_0.9621004_1174.519,Left,26.31446,2_0,51_65
13730,83.36039,877.7881_0.8433979_1173.138,Left,6.139251,0_2,51_66
13731,84.48042,892.6105_0.688456_1175.439,Left,27.54182,0_4,51_61
13732,86.24046,889.6461_0.688456_1174.979,Left,29.79096,0_4,51_65
13733,86.88047,948.4979_0.8429536_909.7896,Left,27.07988,0_1,65_61
13734,87.68049,945.5281_0.8651666_909.3644,Left,14.25287,0_0,65_51
13735,88.48051,886.6816_0.8429536_1174.519,Left,12.10175,0_1,51_65
13736,88.64051,948.4979_0.9621004_909.7896,Left,26.8569,2_0,65_61
13737,89.12052,883.7171_0.8651666_1174.058,Left,8.2998,0_0,51_65
13738,90.24055,892.6105_0.688456_1175.439,Left,11.20569,0_4,51_61
13739,92.16059,880.7526_0.8429536_1173.598,Left,7.650094,0_1,51_65
13740,92.6406,760.042_0.8433979_1015.128,Right,18.62988,0_2,66_61
13741,94.08064,1127.173_0.8429536_1100.371,Left,9.804877,0_1,61_51
13742,95.20066,933.6493_0.9621004_907.6638,Left,26.33222,2_0,65_66
13743,95.52067,760.5212_1.362484_1012.166,Right,16.04423,1_2,66_65
13744,95.68067,945.5281_0.8429536_909.3644,Left,16.21573,0_1,65_51
13745,96.48069,759.5629_1.710887_1018.089,Right,18.38611,1_1,66_61
13746,96.8007,758.6046_0.688456_1024.012,Right,32.68433,0_4,66_51
13747,97.1207,892.6105_0.8433979_1175.439,Left,32.23702,0_2,51_61
13748,97.92072,877.7881_0.8651666_1173.138,Left,16.92957,0_0,51_66
13749,98.24073,948.4979_0.8651666_909.7896,Left,30.468,0_0,65_61
13750,98.40073,880.7526_0.730626_1173.598,Left,28.57327,0_3,51_65
13751,99.20075,892.6105_0.8433979_1175.439,Left,23.49389,0_2,51_61
13752,99.68076,758.1254_0.9621004_1026.974,Right,10.3816,2_0,66_51
13753,101.1208,1127.173_0.730626_1100.371,Left,9.023077,0_3,61_51
13754,102.0808,889.6461_0.9621004_1174.979,Left,22.96495,2_0,51_65
13755,103.3608,1128.12_0.730626_1094.446,Left,29.80619,0_3,61_66
13756,103.3608,945.5281_0.9621004_909.3644,Left,21.58595,2_0,65_51
13757,103.5209,886.6816_0.9621004_1174.519,Left,16.55072,2_0,51_65
13758,104.4809,1130.014_0.8429536_1082.596,Left,12.74518,0_1,61_65
13759,104.6409,877.7881_0.9621004_1173.138,Left,21.24883,2_0,51_66
13760,104.8009,883.7171_0.8433979_1174.058,Left,16.78432,0_2,51_65
13761,104.9609,760.042_0.8433979_1015.128,Right,19.72984,0_2,66_61
13762,105.9209,945.5281_0.9621004_909.3644,Left,18.37978,2_0,65_51
13763,107.841,760.5212_0.730626_1012.166,Right,31.60122,0_3,66_65
13764,108.801,936.619_0.730626_908.089,Left,30.65497,0_3,65_51
13765,109.281,1129.54_0.8433979_1085.559,Left,9.309669,0_2,61_65
13766,109.761,759.0837_0.8433979_1021.051,Right,20.96042,0_2,66_61
13767,110.881,760.042_0.9621004_1015.128,Right,12.97054,2_0,66_61
13768,111.681,1130.014_0.730626_1082.596,Left,13.84921,0_3,61_65
13769,111.841,1127.173_0.8433979_1100.371,Left,14.03176,0_2,61_51
13770,111.841,760.5212_1.362484_1012.166,Right,18.19363,1_2,66_65
13771,112.4811,757.6463_0.9621004_1029.935,Right,6.531486,2_0,66_51
13772,113.4411,759.0837_0.8651666_1021.051,Right,7.159194,0_0,66_61
13773,113.6011,877.7881_0.8651666_1173.138,Left,24.27955,0_0,51_66
13774,114.7211,759.5629_0.9621004_1018.089,Right,10.05313,2_0,66_61
13775,115.6811,892.6105_0.8651666_1175.439,Left,10.28081,0_0,51_61
13776,117.2812,1129.54_0.9621004_1085.559,Left,14.19214,2_0,61_65
13777,118.2412,933.6493_0.8651666_907.6638,Left,33.32079,0_0,65_66
13778,120.6412,1130.014_0.688456_1082.596,Left,9.359036,0_4,61_65
13779,121.2813,1127.173_0.8433979_1100.371,Left,32.56214,0_2,61_51
13780,126.2414,1130.014_0.9621004_1082.596,Left,12.62658,2_0,61_65
13781,126.2414,759.5629_0.8651666_1018.089,Right,10.02384,0_0,66_61
13782,126.4014,758.1254_0.8429536_1026.974,Right,15.75386,0_1,66_51
13783,126.7214,1129.54_0.8429536_1085.559,Left,17.36442,0_1,61_65
13784,127.2014,1128.593_0.688456_1091.483,Left,25.80939,0_4,61_66
13785,127.2014,877.7881_0.8651666_1173.138,Left,6.36436,0_0,51_66
13786,129.7614,758.1254_0.8651666_1026.974,Right,9.180737,0_0,66_51
13787,130.2415,757.6463_0.688456_1029.935,Right,23.95153,0_4,66_51
13788,132.0015,892.6105_0.730626_1175.439,Left,25.76865,0_3,51_61
13789,132.8015,883.7171_0.8429536_1174.058,Left,26.00358,0_1,51_65
13790,132.9615,933.6493_0.8651666_907.6638,Left,22.26371,0_0,65_66
13791,133.9215,1127.173_0.9621004_1100.371,Left,27.57808,2_0,61_51
13792,134.4016,1130.014_0.8433979_1082.596,Left,24.03099,0_2,61_65
13793,134.7216,1129.54_1.710887_1085.559,Left,8.701331,1_1,61_65
13794,135.6816,759.5629_0.9621004_1018.089,Right,23.28858,2_0,66_61
13795,136.0016,1128.593_0.8651666_1091.483,Left,19.40191,0_0,61_66
13796,136.4816,758.1254_0.8433979_1026.974,Right,32.86822,0_2,66_51
13797,137.9216,877.7881_0.730626_1173.138,Left,25.68272,0_3,51_66
13798,139.2017,880.7526_0.730626_1173.598,Left,13.87124,0_3,51_65
13799,139.5217,936.619_0.8429536_908.089,Left,23.26963,0_1,65_51
13800,139.6817,889.6461_0.8429536_1174.979,Left,16.66591,0_1,51_65
13801,140.6417,948.4979_0.8429536_909.7896,Left,12.61397,0_1,65_61
13802,140.9617,1127.646_0.8651666_1097.408,Left,14.32363,0_0,61_66
13803,141.2817,1127.173_0.8433979_1100.371,Left,7.19556,0_2,61_51
13804,141.6017,886.6816_0.730626_1174.519,Left,26.55422,0_3,51_65
13805,143.0417,889.6461_1.362484_1174.979,Left,11.58713,1_2,51_65
13806,143.2018,933.6493_0.730626_907.6638,Left,32.89711,0_3,65_66
13807,145.9218,933.6493_1.710887_907.6638,Left,7.8734,1_1,65_66
13808,147.5219,1128.12_0.8651666_1094.446,Left,7.992061,0_0,61_66
13809,148.1619,945.5281_0.688456_909.3644,Left,28.72263,0_4,65_51
13810,148.1619,886.6816_0.8651666_1174.519,Left,19.94372,0_0,51_65
13811,148.3219,760.5212_0.8433979_1012.166,Right,7.800509,0_2,66_65
13812,148.6419,892.6105_0.8433979_1175.439,Left,8.269934,0_2,51_61
13813,148.6419,877.7881_0.8651666_1173.138,Left,20.13609,0_0,51_66
13814,149.7619,880.7526_0.730626_1173.598,Left,13.87566,0_3,51_65
13815,149.9219,942.5584_0.8433979_908.9393,Left,28.50154,0_2,65_51
13816,150.2419,883.7171_0.8651666_1174.058,Left,11.65446,0_0,51_65
13817,150.4019,939.5887_0.9621004_908.5142,Left,14.54986,2_0,65_51
13818,151.3619,877.7881_0.730626_1173.138,Left,19.28241,0_3,51_66
13819,152.162,886.6816_0.9621004_1174.519,Left,11.55605,2_0,51_65
13820,152.642,759.0837_0.9621004_1021.051,Right,14.13066,2_0,66_61
13821,152.962,760.5212_0.9621004_1012.166,Right,15.49726,2_0,66_65
13822,154.402,757.6463_0.8429536_1029.935,Right,33.20428,0_1,66_51
13823,154.722,760.042_0.8651666_1015.128,Right,33.22577,0_0,66_61
13824,155.682,1127.173_0.688456_1100.371,Left,18.00457,0_4,61_51
13825,157.7621,877.7881_0.688456_1173.138,Left,5.934753,0_4,51_66
13826,160.0021,759.5629_0.688456_1018.089,Right,20.02333,0_4,66_61
13827,160.8022,757.6463_0.8429536_1029.935,Right,23.23566,0_1,66_51
13828,162.2422,1127.173_0.8429536_1100.371,Left,20.7096,0_1,61_51
13829,163.3622,1129.54_0.9621004_1085.559,Left,8.709027,2_0,61_65
13830,164.0022,1130.014_0.688456_1082.596,Left,23.77209,0_4,61_65
13831,164.1622,933.6493_0.8651666_907.6638,Left,21.14563,0_0,65_66
13832,164.8022,948.4979_0.688456_909.7896,Left,14.26639,0_4,65_61
13833,166.0823,936.619_0.8433979_908.089,Left,33.31324,0_2,65_51
13834,166.0823,942.5584_0.730626_908.9393,Left,10.77931,0_3,65_51
13835,167.8423,1129.54_0.8433979_1085.559,Left,23.63417,0_2,61_65
13836,170.0824,758.6046_0.8433979_1024.012,Right,6.569414,0_2,66_51
13837,170.7224,936.619_0.8429536_908.089,Left,13.73105,0_1,65_51
13838,170.7224,880.7526_0.730626_1173.598,Left,9.557181,0_3,51_65
13839,171.3624,757.6463_0.8429536_1029.935,Right,9.437442,0_1,66_51
13840,171.6824,939.5887_0.9621004_908.5142,Left,18.29408,2_0,65_51
13841,172.0024,933.6493_0.8651666_907.6638,Left,7.268456,0_0,65_66
13842,172.4824,1127.173_0.688456_1100.371,Left,11.22238,0_4,61_51
13843,173.4424,758.1254_0.8429536_1026.974,Right,16.68513,0_1,66_51
13844,173.6024,760.042_0.688456_1015.128,Right,22.64993,0_4,66_61
13845,173.6024,877.7881_0.9621004_1173.138,Left,27.26517,2_0,51_66
13846,175.2025,892.6105_0.8429536_1175.439,Left,25.41892,0_1,51_61
13847,175.3625,877.7881_0.9621004_1173.138,Left,14.56347,2_0,51_66
13848,176.4825,757.6463_0.688456_1029.935,Right,5.869888,0_4,66_51
13849,177.1225,948.4979_0.9621004_909.7896,Left,16.93309,2_0,65_61
13850,177.1225,760.5212_0.8429536_1012.166,Right,6.703929,0_1,66_65
13851,178.0826,892.6105_0.9621004_1175.439,Left,14.12874,2_0,51_61
13852,178.2426,933.6493_0.9621004_907.6638,Left,27.00895,2_0,65_66
13853,178.7226,939.5887_0.9621004_908.5142,Left,9.830153,2_0,65_51
13854,179.5226,883.7171_0.730626_1174.058,Left,8.985083,0_3,51_65
13855,179.6826,1130.014_0.9621004_1082.596,Left,19.14606,2_0,61_65
13856,180.4826,758.6046_0.8429536_1024.012,Right,23.58567,0_1,66_51
13857,182.4026,760.5212_0.8433979_1012.166,Right,8.433834,0_2,66_65
13858,182.5627,1130.014_0.8651666_1082.596,Left,12.67473,0_0,61_65
13859,184.9627,886.6816_0.8429536_1174.519,Left,28.43801,0_1,51_65
13860,185.1227,759.0837_0.730626_1021.051,Right,12.64552,0_3,66_61
13861,187.0428,760.042_0.8433979_1015.128,Right,5.584775,0_2,66_61
13862,189.4428,760.5212_0.8429536_1012.166,Right,28.40516,0_1,66_65
13863,190.2428,1127.173_0.8651666_1100.371,Left,6.867151,0_0,61_51
13864,190.8828,1127.173_0.9621004_1100.371,Left,21.58171,2_0,61_51
13865,191.8429,939.5887_0.8433979_908.5142,Left,6.770175,0_2,65_51
13866,192.0029,948.4979_0.730626_909.7896,Left,24.52556,0_3,65_61
13867,192.1629,758.6046_0.688456_1024.012,Right,32.76266,0_4,66_51
13868,192.3229,760.5212_0.730626_1012.166,Right,9.831992,0_3,66_65
13869,192.8029,933.6493_0.688456_907.6638,Left,13.52725,0_4,65_66
13870,193.4429,759.5629_0.9621004_1018.089,Right,6.364944,2_0,66_61
13871,194.5629,948.4979_0.8651666_909.7896,Left,24.73683,0_0,65_61
13872,194.8829,892.6105_0.8651666_1175.439,Left,9.21316,0_0,51_61
13873,195.2029,877.7881_0.8651666_1173.138,Left,20.80873,0_0,51_66
13874,196.323,1128.12_0.688456_1094.446,Left,27.58887,0_4,61_66
13875,197.603,877.7881_0.9621004_1173.138,Left,8.323785,2_0,51_66
13876,198.243,1127.173_0.8429536_1100.371,Left,13.77808,0_1,61_51
13877,200.6431,945.5281_0.730626_909.3644,Left,13.06383,0_3,65_51
13878,201.4431,892.6105_0.8433979_1175.439,Left,11.92183,0_2,51_61
13879,204.1631,877.7881_0.9621004_1173.138,Left,11.15661,2_0,51_66
13880,204.6432,759.5629_0.9621004_1018.089,Right,25.03241,2_0,66_61
13881,206.4032,1130.014_1.710887_1082.596,Left,13.09808,1_1,61_65
13882,209.9233,942.5584_0.8651666_908.9393,Left,30.26296,0_0,65_51
13883,210.0833,757.6463_0.688456_1029.935,Right,14.15786,0_4,66_51
13884,210.0833,759.5629_0.8433979_1018.089,Right,8.367063,0_2,66_61
13885,211.0433,1127.173_0.730626_1100.371,Left,24.31121,0_3,61_51
13886,211.2033,933.6493_0.730626_907.6638,Left,11.39862,0_3,65_66
13887,212.3233,1128.593_0.9621004_1091.483,Left,11.22333,2_0,61_66
13888,212.9633,1128.12_0.9621004_1094.446,Left,12.50934,2_0,61_66
13889,214.0834,1130.014_0.9621004_1082.596,Left,25.05044,2_0,61_65
13890,214.7234,877.7881_1.362484_1173.138,Left,7.159298,1_2,51_66
13891,215.5234,758.1254_0.8429536_1026.974,Right,29.43902,0_1,66_51
13892,215.6834,883.7171_0.730626_1174.058,Left,32.35061,0_3,51_65
13893,216.8034,880.7526_0.8429536_1173.598,Left,8.181574,0_1,51_65
13894,217.7635,945.5281_0.8429536_909.3644,Left,19.81109,0_1,65_51
13895,219.2035,883.7171_0.8429536_1174.058,Left,7.373186,0_1,51_65
13896,220.6435,945.5281_0.730626_909.3644,Left,25.18731,0_3,65_51
13897,221.1235,760.5212_0.9621004_1012.166,Right,20.87742,2_0,66_65
13898,222.4036,1127.646_0.8433979_1097.408,Left,9.033348,0_2,61_66
13899,222.8836,1130.014_0.8651666_1082.596,Left,24.71402,0_0,61_65
13900,224.6436,877.7881_0.688456_1173.138,Left,21.53251,0_4,51_66
13901,226.7237,760.5212_0.8651666_1012.166,Right,32.87025,0_0,66_65
13902,227.3637,758.6046_0.9621004_1024.012,Right,17.70263,2_0,66_51
13903,228.0037,877.7881_0.8433979_1173.138,Left,24.91687,0_2,51_66
13904,228.8037,889.6461_0.8651666_1174.979,Left,26.43946,0_0,51_65
13905,229.4437,1127.173_0.8433979_1100.371,Left,15.09685,0_2,61_51
13906,230.0837,759.0837_0.9621004_1021.051,Right,9.270268,2_0,66_61
13907,230.7238,760.5212_0.8433979_1012.166,Right,24.50004,0_2,66_65
13908,231.0438,759.5629_0.8433979_1018.089,Right,24.40598,0_2,66_61
13909,231.5238,1128.12_0.8433979_1094.446,Left,18.06784,0_2,61_66
13910,231.5238,1130.014_0.9621004_1082.596,Left,18.62918,2_0,61_65
13911,232.6438,948.4979_0.8651666_909.7896,Left,29.35132,0_0,65_61
13912,233.4438,1129.067_0.8429536_1088.521,Left,16.60004,0_1,61_66
13913,234.4038,942.5584_0.9621004_908.9393,Left,11.60526,2_0,65_51
13914,235.0439,760.042_0.9621004_1015.128,Right,13.36444,2_0,66_61
13915,236.1639,757.6463_0.688456_1029.935,Right,25.79799,0_4,66_51
13916,236.3239,1127.173_0.730626_1100.371,Left,15.70698,0_3,61_51
13917,236.9639,1130.014_0.9621004_1082.596,Left,27.05409,2_0,61_65
13918,236.9639,948.4979_0.8433979_909.7896,Left,11.86505,0_2,65_61
13919,237.4439,760.5212_0.9621004_1012.166,Right,22.4942,2_0,66_65
13920,237.6039,1129.54_0.9621004_1085.559,Left,17.15771,2_0,61_65
13921,238.7239,1128.12_0.730626_1094.446,Left,27.64466,0_3,61_66
13922,239.524,757.6463_0.8651666_1029.935,Right,28.14487,0_0,66_51
13923,240.324,889.6461_0.8429536_1174.979,Left,9.333061,0_1,51_65
13924,240.964,760.5212_0.688456_1012.166,Right,17.32489,0_4,66_65
13925,241.284,877.7881_0.8433979_1173.138,Left,15.31044,0_2,51_66
13926,244.9641,877.7881_0.8651666_1173.138,Left,17.28243,0_0,51_66
13927,245.6041,948.4979_0.8651666_909.7896,Left,26.55415,0_0,65_61
13928,247.5241,948.4979_1.362484_909.7896,Left,11.39248,1_2,65_61
13929,248.4842,758.1254_0.8433979_1026.974,Right,20.2369,0_2,66_51
13930,250.0842,877.7881_0.688456_1173.138,Left,28.73251,0_4,51_66
13931,250.7242,883.7171_0.688456_1174.058,Left,10.30516,0_4,51_65
13932,251.0442,880.7526_0.688456_1173.598,Left,18.55854,0_4,51_65
13933,252.6443,892.6105_0.9621004_1175.439,Left,11.06712,2_0,51_61
13934,253.6043,1127.646_0.9621004_1097.408,Left,21.53129,2_0,61_66
13935,253.6043,877.7881_0.8651666_1173.138,Left,12.17404,0_0,51_66
13936,253.7643,1130.014_0.688456_1082.596,Left,28.28996,0_4,61_65
13937,254.0843,939.5887_0.688456_908.5142,Left,30.16132,0_4,65_51
13938,254.2443,889.6461_0.730626_1174.979,Left,19.83208,0_3,51_65
13939,255.2043,948.4979_0.688456_909.7896,Left,23.52604,0_4,65_61
13940,255.6843,1127.646_0.8429536_1097.408,Left,7.280809,0_1,61_66
13941,255.8443,760.5212_0.8429536_1012.166,Right,17.50856,0_1,66_65
13942,256.8044,758.6046_0.9621004_1024.012,Right,20.96137,2_0,66_51
13943,256.9644,942.5584_0.730626_908.9393,Left,12.03382,0_3,65_51
13944,258.2444,1128.12_0.8651666_1094.446,Left,27.74245,0_0,61_66
13945,258.5644,933.6493_0.730626_907.6638,Left,9.85449,0_3,65_66
13946,259.5244,883.7171_0.9621004_1174.058,Left,12.79608,2_0,51_65
13947,259.8444,760.5212_0.8651666_1012.166,Right,23.01397,0_0,66_65
13948,260.8044,939.5887_0.9621004_908.5142,Left,12.38911,2_0,65_51
13949,261.1245,1129.067_0.8429536_1088.521,Left,13.58338,0_1,61_66
13950,264.3245,948.4979_0.688456_909.7896,Left,5.625233,0_4,65_61
13951,266.2446,877.7881_0.730626_1173.138,Left,28.58229,0_3,51_66
13952,266.7246,760.5212_0.8651666_1012.166,Right,26.82405,0_0,66_65
13953,267.5246,892.6105_0.688456_1175.439,Left,22.28332,0_4,51_61
13954,267.6846,759.5629_0.8429536_1018.089,Right,20.41975,0_1,66_61
13955,270.2447,942.5584_0.8651666_908.9393,Left,29.85043,0_0,65_51
13956,270.7247,1129.54_0.9621004_1085.559,Left,11.97192,2_0,61_65
13957,271.5247,892.6105_0.730626_1175.439,Left,32.64783,0_3,51_61
13958,271.8447,759.0837_0.9621004_1021.051,Right,14.69291,2_0,66_61
13959,272.6447,948.4979_0.8429536_909.7896,Left,8.542623,0_1,65_61
13960,273.6047,877.7881_0.730626_1173.138,Left,25.45297,0_3,51_66
13961,274.0847,883.7171_0.8429536_1174.058,Left,15.45327,0_1,51_65
13962,274.7248,759.5629_0.8429536_1018.089,Right,30.19151,0_1,66_61
13963,276.8048,1127.173_0.8651666_1100.371,Left,17.83419,0_0,61_51
13964,277.2848,880.7526_0.8651666_1173.598,Left,15.92001,0_0,51_65
13965,281.1249,948.4979_0.8433979_909.7896,Left,29.43932,0_2,65_61
13966,281.4449,877.7881_0.688456_1173.138,Left,32.194,0_4,51_66
13967,282.0849,933.6493_1.710887_907.6638,Left,15.82667,1_1,65_66
13968,282.5649,945.5281_0.8651666_909.3644,Left,9.013632,0_0,65_51
13969,282.8849,880.7526_0.8651666_1173.598,Left,7.062944,0_0,51_65
13970,284.005,877.7881_0.8429536_1173.138,Left,24.08382,0_1,51_66
13971,286.885,877.7881_0.688456_1173.138,Left,24.69742,0_4,51_66
13972,288.1651,948.4979_0.8651666_909.7896,Left,19.80028,0_0,65_61
13973,288.1651,760.5212_0.730626_1012.166,Right,6.130786,0_3,66_65
13974,288.9651,760.042_0.8433979_1015.128,Right,13.40829,0_2,66_61
13975,289.7651,1129.54_1.710887_1085.559,Left,26.62436,1_1,61_65
13976,290.4051,933.6493_0.9621004_907.6638,Left,16.48254,2_0,65_66
13977,290.5651,886.6816_0.9621004_1174.519,Left,15.15661,2_0,51_65
13978,290.8851,948.4979_0.9621004_909.7896,Left,26.3395,2_0,65_61
13979,291.5251,760.042_0.9621004_1015.128,Right,17.16147,2_0,66_61
13980,292.1652,892.6105_0.9621004_1175.439,Left,26.40014,2_0,51_61
13981,293.9252,933.6493_0.8651666_907.6638,Left,23.49709,0_0,65_66
13982,294.5652,1128.12_0.8651666_1094.446,Left,29.33007,0_0,61_66
13983,294.5652,760.042_0.9621004_1015.128,Right,21.18503,2_0,66_61
13984,295.6852,933.6493_0.8429536_907.6638,Left,28.48301,0_1,65_66
13985,296.1653,759.0837_0.8433979_1021.051,Right,15.34005,0_2,66_61
13986,298.7253,942.5584_0.8651666_908.9393,Left,5.691764,0_0,65_51
