车辆ID,发车时间,发车位置,方向,期望速度,车辆类型名称,路径
11787,45.27996,1127.173_0.9621004_1100.371,Left,11.74163,2_0,61_51
11788,45.75996,933.6493_0.9621004_907.6638,Left,11.17552,2_0,65_66
11789,47.83996,880.7526_0.688456_1173.598,Left,26.82416,0_4,51_65
11790,48.15996,892.6105_0.688456_1175.439,Left,20.89961,0_4,51_61
11791,49.75996,889.6461_0.9621004_1174.979,Left,11.22974,2_0,51_65
11792,50.39996,760.042_0.9621004_1015.128,Right,5.793727,2_0,66_61
11793,51.67996,760.5212_0.9621004_1012.166,Right,22.96506,2_0,66_65
11794,51.83996,759.5629_0.730626_1018.089,Right,9.943643,0_3,66_61
11795,52.31996,1128.12_0.9621004_1094.446,Left,18.13827,2_0,61_66
11796,53.11996,758.6046_0.730626_1024.012,Right,7.872373,0_3,66_51
11797,53.75996,760.5212_0.8433979_1012.166,Right,6.803288,0_2,66_65
11798,53.75996,877.7881_0.8429536_1173.138,Left,12.88057,0_1,51_66
11799,54.07996,939.5887_0.9621004_908.5142,Left,14.80265,2_0,65_51
11800,54.55996,948.4979_0.9621004_909.7896,Left,22.58499,2_0,65_61
11801,55.35995,1127.646_0.8651666_1097.408,Left,19.35226,0_0,61_66
11802,56.63995,760.042_0.730626_1015.128,Right,13.43998,0_3,66_61
11803,58.07995,948.4979_0.688456_909.7896,Left,32.92363,0_4,65_61
11804,58.23995,933.6493_0.8429536_907.6638,Left,25.45566,0_1,65_66
11805,58.23995,760.042_1.710887_1015.128,Right,25.31877,1_1,66_61
11806,59.35995,1127.173_0.730626_1100.371,Left,16.29395,0_3,61_51
11807,60.79995,759.5629_0.9621004_1018.089,Right,7.616363,2_0,66_61
11808,61.59995,760.5212_0.688456_1012.166,Right,22.67855,0_4,66_65
11809,61.91995,758.6046_0.8433979_1024.012,Right,20.54566,0_2,66_51
11810,62.07995,1127.173_0.688456_1100.371,Left,22.65884,0_4,61_51
11811,62.23995,889.6461_0.730626_1174.979,Left,21.81617,0_3,51_65
11812,63.35995,1129.54_0.9621004_1085.559,Left,15.71972,2_0,61_65
11813,63.83995,760.5212_0.9621004_1012.166,Right,6.317058,2_0,66_65
11814,63.99995,948.4979_0.8651666_909.7896,Left,23.12816,0_0,65_61
11815,64.15995,759.0837_0.8651666_1021.051,Right,15.30536,0_0,66_61
11816,64.95997,1128.12_0.8429536_1094.446,Left,6.089151,0_1,61_66
11817,65.75999,1128.593_0.8429536_1091.483,Left,13.42213,0_1,61_66
11818,65.91999,883.7171_0.8429536_1174.058,Left,15.73252,0_1,51_65
11819,66.56001,877.7881_0.8433979_1173.138,Left,32.93756,0_2,51_66
11820,67.84003,892.6105_0.688456_1175.439,Left,32.64844,0_4,51_61
11821,69.44007,948.4979_0.9621004_909.7896,Left,9.062653,2_0,65_61
11822,70.08009,1129.54_0.8651666_1085.559,Left,11.75358,0_0,61_65
11823,70.08009,933.6493_1.362484_907.6638,Left,20.84139,1_2,65_66
11824,70.40009,877.7881_0.688456_1173.138,Left,29.44144,0_4,51_66
11825,70.8801,889.6461_0.9621004_1174.979,Left,5.708831,2_0,51_65
11826,71.68012,1127.173_0.9621004_1100.371,Left,24.67308,2_0,61_51
11827,72.80015,945.5281_0.688456_909.3644,Left,26.05115,0_4,65_51
11828,73.28016,760.5212_0.8429536_1012.166,Right,16.87607,0_1,66_65
11829,73.44016,948.4979_0.9621004_909.7896,Left,11.13578,2_0,65_61
11830,76.16022,1127.173_0.730626_1100.371,Left,29.82809,0_3,61_51
11831,76.48023,1128.593_0.8429536_1091.483,Left,7.686526,0_1,61_66
11832,77.76026,759.0837_0.730626_1021.051,Right,6.082315,0_3,66_61
11833,78.56028,877.7881_0.9621004_1173.138,Left,16.64486,2_0,51_66
11834,78.72028,886.6816_1.710887_1174.519,Left,12.80563,1_1,51_65
11835,79.20029,948.4979_0.9621004_909.7896,Left,27.50638,2_0,65_61
11836,79.3603,933.6493_0.9621004_907.6638,Left,6.847297,2_0,65_66
11837,79.5203,760.042_0.9621004_1015.128,Right,6.126157,2_0,66_61
11838,80.00031,1129.54_1.362484_1085.559,Left,5.804493,1_2,61_65
11839,80.48032,760.5212_0.730626_1012.166,Right,28.98681,0_3,66_65
11840,82.08036,939.5887_0.730626_908.5142,Left,32.36929,0_3,65_51
11841,83.04038,936.619_0.730626_908.089,Left,30.20858,0_3,65_51
11842,83.20039,948.4979_0.8651666_909.7896,Left,12.13927,0_0,65_61
11843,84.0004,760.5212_0.8433979_1012.166,Right,18.41866,0_2,66_65
11844,84.0004,889.6461_0.688456_1174.979,Left,19.20415,0_4,51_65
11845,84.48042,877.7881_0.8433979_1173.138,Left,30.89231,0_2,51_66
11846,85.12043,1128.12_0.9621004_1094.446,Left,10.28274,2_0,61_66
11847,85.28043,877.7881_1.710887_1173.138,Left,10.64997,1_1,51_66
11848,85.92045,942.5584_0.8429536_908.9393,Left,19.60044,0_1,65_51
11849,86.08045,933.6493_0.8433979_907.6638,Left,11.41385,0_2,65_66
11850,88.3205,757.6463_0.730626_1029.935,Right,9.900723,0_3,66_51
11851,89.76054,933.6493_0.9621004_907.6638,Left,22.64569,2_0,65_66
11852,90.08054,948.4979_0.8429536_909.7896,Left,25.18094,0_1,65_61
11853,90.08054,889.6461_0.8651666_1174.979,Left,33.07377,0_0,51_65
11854,90.24055,1130.014_0.8651666_1082.596,Left,12.8079,0_0,61_65
11855,90.56055,886.6816_0.8429536_1174.519,Left,29.97347,0_1,51_65
11856,90.72056,760.5212_0.8429536_1012.166,Right,24.21674,0_1,66_65
11857,91.52058,933.6493_1.710887_907.6638,Left,22.24443,1_1,65_66
11858,92.00059,892.6105_1.362484_1175.439,Left,20.70227,1_2,51_61
11859,92.6406,1127.173_0.9621004_1100.371,Left,21.51574,2_0,61_51
11860,92.96061,948.4979_0.8433979_909.7896,Left,20.20809,0_2,65_61
11861,93.76063,759.5629_0.688456_1018.089,Right,24.93413,0_4,66_61
11862,94.72065,939.5887_0.9621004_908.5142,Left,6.033099,2_0,65_51
11863,96.00068,1127.173_0.8651666_1100.371,Left,6.526877,0_0,61_51
11864,96.00068,877.7881_0.8651666_1173.138,Left,21.88418,0_0,51_66
11865,96.9607,889.6461_0.9621004_1174.979,Left,15.8235,2_0,51_65
11866,98.56074,760.042_0.8429536_1015.128,Right,26.36228,0_1,66_61
11867,99.20075,1127.646_0.8429536_1097.408,Left,31.17793,0_1,61_66
11868,99.84077,1129.54_0.730626_1085.559,Left,31.69127,0_3,61_65
11869,100.4808,942.5584_0.730626_908.9393,Left,30.0337,0_3,65_51
11870,100.4808,939.5887_0.688456_908.5142,Left,18.60514,0_4,65_51
11871,100.9608,892.6105_0.8433979_1175.439,Left,28.78782,0_2,51_61
11872,101.1208,1129.067_0.8651666_1088.521,Left,10.50553,0_0,61_66
11873,102.5608,948.4979_0.8651666_909.7896,Left,18.0637,0_0,65_61
11874,102.7208,1127.173_0.9621004_1100.371,Left,17.00579,2_0,61_51
11875,103.0408,933.6493_0.9621004_907.6638,Left,13.70363,2_0,65_66
11876,103.2008,1127.646_0.8651666_1097.408,Left,22.52197,0_0,61_66
11877,103.3608,760.5212_0.688456_1012.166,Right,11.24418,0_4,66_65
11878,104.3209,877.7881_1.362484_1173.138,Left,6.428913,1_2,51_66
11879,104.4809,759.5629_0.688456_1018.089,Right,18.85387,0_4,66_61
11880,105.9209,939.5887_0.9621004_908.5142,Left,13.61276,2_0,65_51
11881,106.4009,760.042_0.688456_1015.128,Right,17.11184,0_4,66_61
11882,106.8809,933.6493_0.688456_907.6638,Left,12.76871,0_4,65_66
11883,107.5209,1127.646_1.362484_1097.408,Left,10.20155,1_2,61_66
11884,108.161,948.4979_0.688456_909.7896,Left,22.28677,0_4,65_61
11885,108.641,942.5584_0.8433979_908.9393,Left,18.64444,0_2,65_51
11886,108.961,760.042_0.730626_1015.128,Right,17.76045,0_3,66_61
11887,109.281,1127.173_0.8429536_1100.371,Left,24.69212,0_1,61_51
11888,109.761,936.619_0.9621004_908.089,Left,8.162375,2_0,65_51
11889,111.041,758.6046_0.9621004_1024.012,Right,24.07327,2_0,66_51
11890,111.201,945.5281_0.730626_909.3644,Left,7.332816,0_3,65_51
11891,111.521,948.4979_0.8429536_909.7896,Left,20.02845,0_1,65_61
11892,112.6411,1130.014_0.8433979_1082.596,Left,17.8693,0_2,61_65
11893,115.2011,760.042_0.9621004_1015.128,Right,20.7159,2_0,66_61
11894,115.8411,886.6816_0.688456_1174.519,Left,15.42168,0_4,51_65
11895,116.1611,948.4979_1.710887_909.7896,Left,14.93239,1_1,65_61
11896,116.6412,759.0837_0.688456_1021.051,Right,19.66387,0_4,66_61
11897,117.2812,1129.067_0.730626_1088.521,Left,8.352047,0_3,61_66
11898,117.6012,1127.173_0.8429536_1100.371,Left,33.0791,0_1,61_51
11899,118.0812,1128.12_1.710887_1094.446,Left,27.01994,1_1,61_66
11900,118.0812,1129.54_0.8433979_1085.559,Left,10.60579,0_2,61_65
11901,119.6812,942.5584_0.8429536_908.9393,Left,21.50494,0_1,65_51
11902,120.3212,939.5887_0.8429536_908.5142,Left,29.70142,0_1,65_51
11903,121.7613,883.7171_0.8429536_1174.058,Left,28.82126,0_1,51_65
11904,122.2413,1130.014_0.8429536_1082.596,Left,27.48418,0_1,61_65
11905,124.0013,933.6493_0.688456_907.6638,Left,16.42701,0_4,65_66
11906,124.1613,1127.173_0.688456_1100.371,Left,30.25151,0_4,61_51
11907,124.4813,759.5629_0.9621004_1018.089,Right,25.10668,2_0,66_61
11908,125.9214,760.042_0.8651666_1015.128,Right,12.69864,0_0,66_61
11909,125.9214,892.6105_0.730626_1175.439,Left,12.98149,0_3,51_61
11910,126.2414,1127.173_0.8651666_1100.371,Left,29.93316,0_0,61_51
11911,127.8414,760.5212_0.688456_1012.166,Right,11.60574,0_4,66_65
11912,128.8014,877.7881_0.9621004_1173.138,Left,6.309391,2_0,51_66
11913,130.4015,892.6105_0.730626_1175.439,Left,23.28687,0_3,51_61
11914,130.7215,759.5629_0.9621004_1018.089,Right,9.888587,2_0,66_61
11915,130.8815,758.6046_0.8429536_1024.012,Right,8.592855,0_1,66_51
11916,132.0015,883.7171_0.688456_1174.058,Left,26.11674,0_4,51_65
11917,132.3215,892.6105_0.8433979_1175.439,Left,26.13619,0_2,51_61
11918,132.9615,1127.173_0.730626_1100.371,Left,27.58739,0_3,61_51
11919,133.7615,1129.54_0.688456_1085.559,Left,21.52735,0_4,61_65
11920,134.0815,945.5281_0.8429536_909.3644,Left,20.88922,0_1,65_51
11921,135.0416,1127.646_1.362484_1097.408,Left,21.93147,1_2,61_66
11922,135.2016,1130.014_0.8429536_1082.596,Left,21.69059,0_1,61_65
11923,137.7616,759.5629_0.688456_1018.089,Right,10.09773,0_4,66_61
11924,138.5616,1127.173_0.688456_1100.371,Left,21.15228,0_4,61_51
11925,139.8417,760.5212_0.730626_1012.166,Right,12.31199,0_3,66_65
11926,140.3217,892.6105_0.688456_1175.439,Left,9.043232,0_4,51_61
11927,140.6417,889.6461_0.8429536_1174.979,Left,21.74795,0_1,51_65
11928,141.7617,886.6816_0.8651666_1174.519,Left,30.76796,0_0,51_65
11929,142.7217,758.1254_0.730626_1026.974,Right,21.4245,0_3,66_51
11930,143.8418,1127.173_0.9621004_1100.371,Left,18.02922,2_0,61_51
11931,143.8418,760.5212_0.8429536_1012.166,Right,15.56809,0_1,66_65
11932,145.1218,758.6046_0.730626_1024.012,Right,17.7571,0_3,66_51
11933,145.9218,757.6463_0.9621004_1029.935,Right,18.30652,2_0,66_51
11934,146.2418,939.5887_0.688456_908.5142,Left,24.94708,0_4,65_51
11935,147.6819,948.4979_0.9621004_909.7896,Left,24.16628,2_0,65_61
11936,148.0019,889.6461_0.688456_1174.979,Left,25.09498,0_4,51_65
11937,148.3219,1129.067_0.730626_1088.521,Left,16.8605,0_3,61_66
11938,149.1219,892.6105_0.8429536_1175.439,Left,18.56256,0_1,51_61
11939,149.6019,939.5887_0.730626_908.5142,Left,14.1133,0_3,65_51
11940,150.5619,877.7881_0.8429536_1173.138,Left,23.41468,0_1,51_66
11941,151.2019,760.5212_0.688456_1012.166,Right,27.58752,0_4,66_65
11942,152.482,1127.173_0.8433979_1100.371,Left,15.68851,0_2,61_51
11943,154.402,889.6461_0.9621004_1174.979,Left,10.57003,2_0,51_65
11944,155.042,1127.173_0.688456_1100.371,Left,31.60785,0_4,61_51
11945,155.682,760.5212_0.688456_1012.166,Right,5.900165,0_4,66_65
11946,155.842,757.6463_0.8433979_1029.935,Right,23.27658,0_2,66_51
11947,157.7621,933.6493_0.688456_907.6638,Left,6.867008,0_4,65_66
11948,158.0821,760.042_0.8651666_1015.128,Right,22.62462,0_0,66_61
11949,158.2421,936.619_0.730626_908.089,Left,5.81753,0_3,65_51
11950,159.3621,933.6493_1.710887_907.6638,Left,26.01707,1_1,65_66
11951,159.3621,758.6046_0.9621004_1024.012,Right,11.69712,2_0,66_51
11952,159.5221,759.5629_0.688456_1018.089,Right,12.49258,0_4,66_61
11953,160.3221,948.4979_0.9621004_909.7896,Left,11.77254,2_0,65_61
11954,160.9622,1129.067_0.730626_1088.521,Left,27.6641,0_3,61_66
11955,161.2822,942.5584_0.8651666_908.9393,Left,10.62665,0_0,65_51
11956,163.2022,758.6046_0.9621004_1024.012,Right,18.91333,2_0,66_51
11957,163.3622,945.5281_0.688456_909.3644,Left,29.76191,0_4,65_51
11958,163.6822,1128.12_0.730626_1094.446,Left,20.2609,0_3,61_66
11959,165.4423,892.6105_0.8429536_1175.439,Left,20.69539,0_1,51_61
11960,165.6023,877.7881_0.9621004_1173.138,Left,26.80889,2_0,51_66
11961,165.9223,880.7526_0.9621004_1173.598,Left,7.203915,2_0,51_65
11962,168.4823,939.5887_0.8651666_908.5142,Left,31.95575,0_0,65_51
11963,169.2823,933.6493_0.8651666_907.6638,Left,17.36519,0_0,65_66
11964,169.7624,877.7881_0.8433979_1173.138,Left,32.01021,0_2,51_66
11965,170.4024,1127.646_0.9621004_1097.408,Left,20.17565,2_0,61_66
11966,171.6824,1127.173_0.730626_1100.371,Left,29.83561,0_3,61_51
11967,172.6424,892.6105_0.688456_1175.439,Left,33.17185,0_4,51_61
11968,173.1224,948.4979_0.9621004_909.7896,Left,27.64297,2_0,65_61
11969,173.4424,877.7881_0.730626_1173.138,Left,22.58014,0_3,51_66
11970,173.4424,886.6816_0.730626_1174.519,Left,16.52432,0_3,51_65
11971,174.2425,1127.173_0.9621004_1100.371,Left,27.16253,2_0,61_51
11972,174.8825,1128.12_0.9621004_1094.446,Left,6.937838,2_0,61_66
11973,174.8825,880.7526_0.9621004_1173.598,Left,8.516156,2_0,51_65
11974,175.2025,760.5212_0.8433979_1012.166,Right,27.56637,0_2,66_65
11975,176.8025,1127.646_0.8429536_1097.408,Left,7.799476,0_1,61_66
11976,176.8025,759.5629_0.688456_1018.089,Right,20.11357,0_4,66_61
11977,177.2825,1130.014_0.688456_1082.596,Left,15.90768,0_4,61_65
11978,177.2825,948.4979_0.8651666_909.7896,Left,17.82435,0_0,65_61
11979,177.7625,1129.54_0.8429536_1085.559,Left,11.21181,,61_65
11980,177.7625,877.7881_0.688456_1173.138,Left,14.02193,0_4,51_66
11981,178.0826,1129.067_0.9621004_1088.521,Left,12.09509,2_0,61_66
11982,179.3626,948.4979_0.8433979_909.7896,Left,13.35335,0_2,65_61
11983,179.8426,892.6105_0.9621004_1175.439,Left,6.80895,2_0,51_61
11984,180.0026,1127.173_0.8433979_1100.371,Left,15.1363,0_2,61_51
11985,181.4426,945.5281_0.8433979_909.3644,Left,32.01838,0_2,65_51
11986,181.6026,1127.646_0.688456_1097.408,Left,6.590645,0_4,61_66
11987,182.0826,942.5584_0.9621004_908.9393,Left,25.32401,2_0,65_51
11988,183.5227,1127.173_0.688456_1100.371,Left,28.11004,0_4,61_51
11989,185.2827,948.4979_0.8429536_909.7896,Left,29.29025,0_1,65_61
11990,187.0428,1127.173_0.730626_1100.371,Left,15.02912,0_3,61_51
11991,188.3228,1128.593_0.9621004_1091.483,Left,7.341278,2_0,61_66
11992,188.4828,877.7881_0.8651666_1173.138,Left,29.62038,0_0,51_66
11993,188.9628,880.7526_0.730626_1173.598,Left,12.51691,0_3,51_65
11994,189.6028,760.5212_0.9621004_1012.166,Right,14.17048,2_0,66_65
11995,190.5628,877.7881_1.362484_1173.138,Left,17.16632,1_2,51_66
11996,191.0428,883.7171_1.362484_1174.058,Left,21.80127,1_2,51_65
11997,191.3629,936.619_0.8429536_908.089,Left,13.96929,0_1,65_51
11998,191.6829,1129.067_0.8429536_1088.521,Left,9.739061,0_1,61_66
11999,191.6829,760.042_1.710887_1015.128,Right,11.88106,1_1,66_61
12000,192.9629,942.5584_0.8433979_908.9393,Left,11.77227,0_2,65_51
12001,193.4429,948.4979_0.730626_909.7896,Left,17.15003,0_3,65_61
12002,193.4429,758.6046_0.8429536_1024.012,Right,15.02759,0_1,66_51
12003,194.5629,1127.173_0.9621004_1100.371,Left,9.403734,2_0,61_51
12004,196.323,880.7526_0.688456_1173.598,Left,6.445074,0_4,51_65
12005,196.483,760.5212_0.8433979_1012.166,Right,8.359467,0_2,66_65
12006,198.563,945.5281_0.8429536_909.3644,Left,23.01756,0_1,65_51
12007,199.523,877.7881_0.9621004_1173.138,Left,15.22829,2_0,51_66
12008,199.843,883.7171_0.8433979_1174.058,Left,19.24503,0_2,51_65
12009,200.3231,948.4979_0.730626_909.7896,Left,5.85965,0_3,65_61
12010,200.4831,1127.173_0.730626_1100.371,Left,19.76367,0_3,61_51
12011,200.8031,933.6493_1.362484_907.6638,Left,10.22269,1_2,65_66
12012,201.7631,880.7526_0.8429536_1173.598,Left,32.27955,0_1,51_65
12013,203.3631,1129.067_0.8651666_1088.521,Left,28.9863,0_0,61_66
12014,203.8431,760.5212_0.730626_1012.166,Right,9.064889,0_3,66_65
12015,203.8431,886.6816_0.688456_1174.519,Left,11.17365,0_4,51_65
12016,205.2832,1127.173_0.8651666_1100.371,Left,29.21169,0_0,61_51
12017,206.2432,939.5887_0.9621004_908.5142,Left,8.831605,2_0,65_51
12018,207.6832,936.619_0.9621004_908.089,Left,7.14663,2_0,65_51
12019,208.0032,1127.173_0.730626_1100.371,Left,30.41224,0_3,61_51
12020,209.1233,948.4979_0.8433979_909.7896,Left,8.308835,0_2,65_61
12021,209.2833,1129.54_0.688456_1085.559,Left,12.13616,0_4,61_65
12022,210.4033,883.7171_0.9621004_1174.058,Left,9.086584,2_0,51_65
12023,211.3633,877.7881_0.8429536_1173.138,Left,24.04254,0_1,51_66
12024,212.4833,892.6105_1.710887_1175.439,Left,16.44078,1_1,51_61
12025,212.6433,936.619_0.9621004_908.089,Left,20.54259,2_0,65_51
12026,213.7634,1130.014_0.8433979_1082.596,Left,31.67325,0_2,61_65
12027,214.8834,1127.173_0.8433979_1100.371,Left,29.80539,0_2,61_51
12028,215.6834,760.042_0.730626_1015.128,Right,20.45268,0_3,66_61
12029,216.3234,758.1254_0.8433979_1026.974,Right,10.44007,0_2,66_51
12030,216.3234,880.7526_0.688456_1173.598,Left,23.21877,0_4,51_65
12031,218.0835,760.5212_0.9621004_1012.166,Right,16.77015,2_0,66_65
12032,221.2835,760.5212_0.8651666_1012.166,Right,24.67371,0_0,66_65
12033,221.6035,758.6046_0.8651666_1024.012,Right,31.33542,0_0,66_51
12034,221.9236,1127.646_0.8429536_1097.408,Left,21.90847,0_1,61_66
12035,222.7236,948.4979_0.8433979_909.7896,Left,16.31533,0_2,65_61
12036,222.8836,760.042_0.8651666_1015.128,Right,25.24247,0_0,66_61
12037,223.8436,889.6461_0.9621004_1174.979,Left,26.43688,2_0,51_65
12038,224.9636,883.7171_0.8433979_1174.058,Left,17.56028,0_2,51_65
12039,225.4436,880.7526_0.8429536_1173.598,Left,12.97191,0_1,51_65
12040,225.7636,877.7881_0.688456_1173.138,Left,6.089893,0_4,51_66
12041,226.4037,760.5212_0.9621004_1012.166,Right,16.49282,2_0,66_65
12042,227.2037,760.042_0.8433979_1015.128,Right,27.21328,0_2,66_61
12043,228.3237,948.4979_0.8651666_909.7896,Left,9.15357,0_0,65_61
12044,228.3237,880.7526_0.730626_1173.598,Left,17.98752,0_3,51_65
12045,228.6437,889.6461_0.8429536_1174.979,Left,26.78769,0_1,51_65
12046,228.8037,759.5629_0.688456_1018.089,Right,29.75676,0_4,66_61
12047,229.2837,883.7171_0.9621004_1174.058,Left,26.48366,2_0,51_65
12048,230.5638,758.1254_0.8651666_1026.974,Right,8.125334,0_0,66_51
12049,231.5238,945.5281_0.8651666_909.3644,Left,17.4443,0_0,65_51
12050,232.4838,880.7526_0.8433979_1173.598,Left,8.405095,0_2,51_65
12051,232.6438,1127.173_0.8429536_1100.371,Left,20.98767,0_1,61_51
12052,232.9638,877.7881_0.688456_1173.138,Left,8.762323,0_4,51_66
12053,233.4438,942.5584_0.9621004_908.9393,Left,10.13416,2_0,65_51
12054,233.6038,889.6461_0.9621004_1174.979,Left,13.32979,2_0,51_65
12055,236.0039,948.4979_0.8651666_909.7896,Left,6.662562,,65_61
12056,236.3239,759.0837_0.688456_1021.051,Right,17.6672,0_4,66_61
12057,236.6439,945.5281_0.730626_909.3644,Left,7.334304,0_3,65_51
12058,236.6439,760.5212_0.9621004_1012.166,Right,15.54148,2_0,66_65
12059,236.8039,757.6463_0.9621004_1029.935,Right,11.43315,2_0,66_51
12060,237.6039,758.1254_0.9621004_1026.974,Right,17.34464,2_0,66_51
12061,237.6039,880.7526_0.8651666_1173.598,Left,31.4624,0_0,51_65
12062,238.2439,759.5629_0.9621004_1018.089,Right,19.83087,2_0,66_61
12063,238.7239,877.7881_0.9621004_1173.138,Left,20.67035,2_0,51_66
12064,239.0439,758.6046_0.9621004_1024.012,Right,25.93623,2_0,66_51
12065,239.364,1127.173_0.8429536_1100.371,Left,12.33345,0_1,61_51
12066,239.684,883.7171_0.730626_1174.058,Left,15.14913,0_3,51_65
12067,240.324,886.6816_0.8429536_1174.519,Left,13.79009,0_1,51_65
12068,240.964,877.7881_0.8433979_1173.138,Left,28.80989,0_2,51_66
12069,241.284,1129.54_0.688456_1085.559,Left,31.9558,0_4,61_65
12070,242.564,760.5212_0.730626_1012.166,Right,7.741708,0_3,66_65
12071,242.564,883.7171_0.9621004_1174.058,Left,11.03213,2_0,51_65
12072,242.884,877.7881_0.9621004_1173.138,Left,25.0142,2_0,51_66
12073,243.044,1130.014_0.8433979_1082.596,Left,6.498287,0_2,61_65
12074,245.9241,948.4979_0.688456_909.7896,Left,27.95187,0_4,65_61
12075,248.3242,889.6461_0.9621004_1174.979,Left,18.90295,2_0,51_65
12076,249.7642,760.042_0.730626_1015.128,Right,27.64214,0_3,66_61
12077,250.4042,877.7881_0.688456_1173.138,Left,12.87658,0_4,51_66
12078,250.5642,933.6493_1.362484_907.6638,Left,5.932847,1_2,65_66
12079,250.7242,760.5212_0.688456_1012.166,Right,29.38199,0_4,66_65
12080,250.8842,948.4979_0.730626_909.7896,Left,31.04376,0_3,65_61
12081,252.9643,759.5629_0.9621004_1018.089,Right,6.342902,2_0,66_61
12082,253.2843,1127.646_0.8433979_1097.408,Left,29.38152,0_2,61_66
12083,253.9243,760.5212_0.8429536_1012.166,Right,7.046298,0_1,66_65
12084,254.5643,892.6105_0.8651666_1175.439,Left,22.41096,0_0,51_61
12085,255.6843,889.6461_0.8433979_1174.979,Left,30.75353,0_2,51_65
12086,260.8044,1130.014_0.688456_1082.596,Left,28.17443,0_4,61_65
12087,262.8845,1127.173_0.730626_1100.371,Left,26.24601,0_3,61_51
12088,263.0445,948.4979_0.9621004_909.7896,Left,14.80797,2_0,65_61
12089,263.5245,1130.014_0.8429536_1082.596,Left,12.87245,0_1,61_65
