车辆ID,发车时间,发车位置,方向,期望速度,车辆类型名称,路径
2274,66.72001,877.7881_0.8433979_1173.138,Left,13.35392,0_2,51_66
2275,67.20002,759.0837_0.9621004_1021.051,Right,27.11211,2_0,66_61
2276,68.00004,948.4979_0.8433979_909.7896,Left,32.8144,0_2,65_61
2277,71.20011,877.7881_0.9621004_1173.138,Left,14.50049,2_0,51_66
2278,72.32014,1128.12_0.730626_1094.446,Left,12.63689,0_3,61_66
2279,72.64014,886.6816_0.8651666_1174.519,Left,26.31855,0_0,51_65
2280,72.80015,892.6105_0.9621004_1175.439,Left,16.20446,2_0,51_61
2281,73.76017,945.5281_0.8433979_909.3644,Left,28.72129,0_2,65_51
2282,73.92017,760.5212_0.8429536_1012.166,Right,33.05512,0_1,66_65
2283,76.96024,948.4979_0.8651666_909.7896,Left,24.09826,0_0,65_61
2284,76.96024,760.5212_0.8651666_1012.166,Right,16.79339,0_0,66_65
2285,77.44025,759.5629_0.9621004_1018.089,Right,19.93036,2_0,66_61
2286,78.08027,758.1254_0.688456_1026.974,Right,10.64458,0_4,66_51
2287,78.24027,1129.54_0.8433979_1085.559,Left,19.54436,0_2,61_65
2288,79.04029,760.042_0.8429536_1015.128,Right,21.58561,0_1,66_61
2289,79.3603,1129.067_0.9621004_1088.521,Left,21.28731,2_0,61_66
2290,79.3603,760.5212_0.9621004_1012.166,Right,13.04458,2_0,66_65
2291,81.12034,945.5281_0.8429536_909.3644,Left,16.13357,0_1,65_51
2292,82.72038,892.6105_0.9621004_1175.439,Left,22.82319,2_0,51_61
2293,85.44044,758.1254_0.688456_1026.974,Right,19.11483,0_4,66_51
2294,86.56046,880.7526_0.8429536_1173.598,Left,29.99327,0_1,51_65
2295,87.36048,760.5212_0.8651666_1012.166,Right,14.94735,0_0,66_65
2296,88.64051,759.0837_0.8433979_1021.051,Right,11.15503,0_2,66_61
2297,90.56055,1127.173_0.730626_1100.371,Left,10.61084,0_3,61_51
2298,90.72056,877.7881_0.8433979_1173.138,Left,20.74623,0_2,51_66
2299,91.84058,933.6493_0.8651666_907.6638,Left,12.28331,0_0,65_66
2300,93.60062,1128.12_0.9621004_1094.446,Left,25.09163,2_0,61_66
2301,94.08064,948.4979_0.8429536_909.7896,Left,23.48171,0_1,65_61
2302,94.72065,1127.173_0.8429536_1100.371,Left,15.40403,0_1,61_51
2303,95.68067,877.7881_0.8433979_1173.138,Left,6.800836,0_2,51_66
2304,96.00068,760.042_0.730626_1015.128,Right,22.16856,0_3,66_61
2305,96.64069,948.4979_0.688456_909.7896,Left,27.47688,0_4,65_61
2306,96.8007,1129.54_0.9621004_1085.559,Left,14.69122,2_0,61_65
2307,97.1207,886.6816_0.8429536_1174.519,Left,30.5847,0_1,51_65
2308,97.60072,757.6463_0.9621004_1029.935,Right,6.337904,2_0,66_51
2309,99.36076,1127.173_0.9621004_1100.371,Left,23.61684,2_0,61_51
2310,99.36076,948.4979_0.8429536_909.7896,Left,25.09113,0_1,65_61
2311,99.36076,759.0837_0.9621004_1021.051,Right,23.36227,2_0,66_61
2312,99.52076,1127.646_0.9621004_1097.408,Left,10.91662,2_0,61_66
2313,99.68076,760.5212_0.8429536_1012.166,Right,11.03368,0_1,66_65
2314,100.6408,759.5629_1.710887_1018.089,Right,15.89639,1_1,66_61
2315,101.2808,758.6046_0.688456_1024.012,Right,29.31418,0_4,66_51
2316,102.2408,1130.014_0.8651666_1082.596,Left,29.00594,0_0,61_65
2317,102.7208,936.619_0.730626_908.089,Left,21.29375,0_3,65_51
2318,104.8009,1129.54_0.688456_1085.559,Left,29.85532,0_4,61_65
2319,105.2809,1127.173_0.730626_1100.371,Left,15.37066,0_3,61_51
2320,106.7209,760.5212_0.8429536_1012.166,Right,9.754245,0_1,66_65
2321,107.841,757.6463_0.688456_1029.935,Right,12.86812,0_4,66_51
2322,108.641,948.4979_0.8433979_909.7896,Left,31.63355,0_2,65_61
2323,109.441,933.6493_1.362484_907.6638,Left,8.364663,1_2,65_66
2324,109.761,883.7171_0.9621004_1174.058,Left,14.36559,2_0,51_65
2325,110.241,760.5212_0.730626_1012.166,Right,21.97807,0_3,66_65
2326,110.401,760.042_0.8429536_1015.128,Right,6.772711,0_1,66_61
2327,110.721,886.6816_0.8651666_1174.519,Left,17.16276,0_0,51_65
2328,110.881,1129.54_0.730626_1085.559,Left,21.15955,0_3,61_65
2329,111.201,892.6105_0.8651666_1175.439,Left,30.58286,0_0,51_61
2330,112.8011,1127.173_1.710887_1100.371,Left,9.813337,1_1,61_51
2331,113.1211,759.5629_0.688456_1018.089,Right,9.755424,0_4,66_61
2332,113.2811,883.7171_0.730626_1174.058,Left,6.57531,0_3,51_65
2333,115.8411,760.5212_0.9621004_1012.166,Right,19.17972,2_0,66_65
2334,116.0011,1130.014_0.8651666_1082.596,Left,13.17117,0_0,61_65
2335,116.6412,880.7526_0.8433979_1173.598,Left,24.88354,0_2,51_65
2336,117.4412,933.6493_0.8433979_907.6638,Left,14.49585,0_2,65_66
2337,117.9212,1129.067_0.688456_1088.521,Left,17.86052,0_4,61_66
2338,118.2412,948.4979_0.9621004_909.7896,Left,26.61941,2_0,65_61
2339,120.4812,760.5212_0.9621004_1012.166,Right,25.63041,2_0,66_65
2340,122.2413,892.6105_0.9621004_1175.439,Left,14.80121,2_0,51_61
2341,122.7213,758.1254_0.8429536_1026.974,Right,29.90658,0_1,66_51
2342,123.3613,757.6463_1.710887_1029.935,Right,16.6945,1_1,66_51
2343,124.6413,1128.593_0.688456_1091.483,Left,26.66242,0_4,61_66
2344,124.9613,1127.173_1.710887_1100.371,Left,15.75937,1_1,61_51
2345,126.0814,1127.646_0.8429536_1097.408,Left,8.556448,0_1,61_66
2346,126.0814,759.5629_0.688456_1018.089,Right,23.69065,0_4,66_61
2347,126.7214,889.6461_0.9621004_1174.979,Left,5.847696,2_0,51_65
2348,128.0014,1128.593_0.8433979_1091.483,Left,25.6263,0_2,61_66
2349,128.1614,880.7526_0.730626_1173.598,Left,33.11659,0_3,51_65
2350,128.8014,758.6046_0.8433979_1024.012,Right,22.66417,0_2,66_51
2351,130.2415,1128.593_1.362484_1091.483,Left,7.979518,1_2,61_66
2352,130.2415,759.0837_0.730626_1021.051,Right,32.61332,0_3,66_61
2353,130.4015,877.7881_0.730626_1173.138,Left,23.44493,0_3,51_66
2354,130.8815,933.6493_1.710887_907.6638,Left,6.656029,1_1,65_66
2355,130.8815,758.1254_0.8651666_1026.974,Right,14.53938,0_0,66_51
2356,132.0015,892.6105_0.9621004_1175.439,Left,27.75362,2_0,51_61
2357,132.4815,948.4979_0.9621004_909.7896,Left,9.70932,2_0,65_61
2358,134.4016,936.619_0.730626_908.089,Left,22.62279,0_3,65_51
2359,137.2816,948.4979_0.8429536_909.7896,Left,25.55039,0_1,65_61
2360,139.5217,760.5212_0.9621004_1012.166,Right,22.45733,2_0,66_65
2361,139.5217,877.7881_0.688456_1173.138,Left,10.04901,0_4,51_66
2362,140.3217,880.7526_0.9621004_1173.598,Left,19.82703,2_0,51_65
2363,140.9617,948.4979_0.8429536_909.7896,Left,6.493488,0_1,65_61
2364,142.2417,1130.014_0.9621004_1082.596,Left,17.68739,2_0,61_65
2365,143.0417,1127.173_0.730626_1100.371,Left,22.99041,0_3,61_51
2366,143.2018,760.5212_0.9621004_1012.166,Right,19.69738,2_0,66_65
2367,146.5618,933.6493_0.8651666_907.6638,Left,26.06486,0_0,65_66
2368,147.0418,1127.173_0.8429536_1100.371,Left,6.292418,0_1,61_51
2369,148.0019,757.6463_0.8433979_1029.935,Right,22.01199,0_2,66_51
2370,148.0019,892.6105_0.688456_1175.439,Left,7.52977,0_4,51_61
2371,148.4819,942.5584_0.730626_908.9393,Left,26.84916,0_3,65_51
2372,148.4819,759.5629_0.688456_1018.089,Right,8.178208,0_4,66_61
2373,148.8019,948.4979_0.8429536_909.7896,Left,16.91769,0_1,65_61
2374,149.4419,933.6493_0.8651666_907.6638,Left,23.92054,0_0,65_66
2375,150.7219,886.6816_0.8651666_1174.519,Left,30.47476,0_0,51_65
2376,151.5219,1128.12_0.688456_1094.446,Left,23.37057,0_4,61_66
2377,152.482,758.1254_0.730626_1026.974,Right,29.66104,0_3,66_51
2378,153.282,945.5281_0.9621004_909.3644,Left,9.956295,2_0,65_51
2379,153.602,760.5212_0.8429536_1012.166,Right,13.44349,0_1,66_65
2380,153.762,933.6493_0.8433979_907.6638,Left,22.06989,0_2,65_66
2381,153.762,759.5629_0.730626_1018.089,Right,20.15648,0_3,66_61
2382,154.562,892.6105_0.8433979_1175.439,Left,16.41677,0_2,51_61
2383,155.042,1128.12_0.8651666_1094.446,Left,30.9113,0_0,61_66
2384,155.842,948.4979_0.9621004_909.7896,Left,22.89537,2_0,65_61
2385,156.3221,759.0837_0.8429536_1021.051,Right,31.60243,0_1,66_61
2386,156.3221,880.7526_0.8651666_1173.598,Left,33.23046,0_0,51_65
2387,156.8021,933.6493_0.688456_907.6638,Left,11.53674,0_4,65_66
2388,156.9621,758.6046_0.9621004_1024.012,Right,26.59944,2_0,66_51
2389,157.4421,1127.173_0.9621004_1100.371,Left,17.65201,2_0,61_51
2390,157.4421,948.4979_0.9621004_909.7896,Left,12.1813,2_0,65_61
2391,157.9221,892.6105_0.688456_1175.439,Left,19.47627,0_4,51_61
2392,158.4021,760.5212_0.9621004_1012.166,Right,11.21869,2_0,66_65
2393,159.2021,877.7881_0.9621004_1173.138,Left,11.0586,2_0,51_66
2394,159.3621,757.6463_0.8651666_1029.935,Right,21.78721,0_0,66_51
2395,160.3221,880.7526_0.9621004_1173.598,Left,15.32835,2_0,51_65
2396,161.9222,1130.014_0.9621004_1082.596,Left,12.84332,2_0,61_65
2397,165.1223,886.6816_0.8651666_1174.519,Left,27.19601,0_0,51_65
2398,166.5623,883.7171_0.9621004_1174.058,Left,18.97661,2_0,51_65
2399,167.2023,877.7881_0.9621004_1173.138,Left,18.16922,2_0,51_66
2400,168.0023,1127.646_0.688456_1097.408,Left,12.57208,0_4,61_66
2401,169.2823,948.4979_0.8651666_909.7896,Left,14.5772,0_0,65_61
2402,169.7624,877.7881_0.9621004_1173.138,Left,8.973886,2_0,51_66
2403,171.6824,1127.173_0.688456_1100.371,Left,32.52612,0_4,61_51
2404,172.3224,760.5212_1.362484_1012.166,Right,16.49224,1_2,66_65
2405,173.9225,760.042_0.8433979_1015.128,Right,27.36408,0_2,66_61
2406,176.9625,1130.014_0.8651666_1082.596,Left,29.09704,0_0,61_65
2407,177.4425,758.1254_1.710887_1026.974,Right,10.52862,1_1,66_51
2408,177.9225,1128.12_0.8433979_1094.446,Left,19.50549,0_2,61_66
2409,178.2426,1129.54_0.9621004_1085.559,Left,14.66493,2_0,61_65
2410,179.0426,759.5629_0.8651666_1018.089,Right,26.07121,0_0,66_61
2411,180.6426,883.7171_0.8433979_1174.058,Left,30.99056,0_2,51_65
2412,183.2027,760.5212_0.688456_1012.166,Right,33.1251,0_4,66_65
2413,184.4827,1130.014_0.8429536_1082.596,Left,24.17739,0_1,61_65
2414,184.9627,759.0837_0.730626_1021.051,Right,27.61448,0_3,66_61
2415,185.2827,933.6493_0.8433979_907.6638,Left,17.67925,0_2,65_66
2416,186.4027,892.6105_0.8429536_1175.439,Left,21.83636,0_1,51_61
2417,188.0028,758.6046_0.688456_1024.012,Right,23.65654,0_4,66_51
2418,188.3228,880.7526_0.8433979_1173.598,Left,14.52412,0_2,51_65
2419,189.9228,1129.067_0.730626_1088.521,Left,22.3767,0_3,61_66
2420,191.8429,948.4979_0.8429536_909.7896,Left,16.93945,0_1,65_61
2421,192.6429,1127.173_0.8429536_1100.371,Left,16.80546,0_1,61_51
2422,193.1229,942.5584_0.688456_908.9393,Left,13.05688,0_4,65_51
2423,193.6029,877.7881_0.9621004_1173.138,Left,13.40457,2_0,51_66
2424,193.9229,1128.12_1.710887_1094.446,Left,21.76996,1_1,61_66
2425,193.9229,933.6493_0.8651666_907.6638,Left,28.8069,0_0,65_66
2426,193.9229,892.6105_1.710887_1175.439,Left,10.90061,1_1,51_61
2427,195.3629,945.5281_1.710887_909.3644,Left,10.09212,1_1,65_51
2428,195.3629,948.4979_1.362484_909.7896,Left,26.09764,1_2,65_61
2429,195.3629,936.619_1.710887_908.089,Left,13.56479,1_1,65_51
2430,195.5229,1127.173_0.8651666_1100.371,Left,11.33427,0_0,61_51
2431,196.003,933.6493_1.710887_907.6638,Left,21.4512,1_1,65_66
2432,196.163,877.7881_1.710887_1173.138,Left,25.50151,1_1,51_66
2433,197.283,942.5584_0.8429536_908.9393,Left,17.44109,0_1,65_51
2434,197.603,1129.54_0.8433979_1085.559,Left,21.75788,0_2,61_65
2435,198.403,1130.014_0.8433979_1082.596,Left,20.15937,0_2,61_65
2436,199.523,758.6046_0.9621004_1024.012,Right,5.614261,2_0,66_51
2437,200.4831,942.5584_0.8433979_908.9393,Left,14.74696,0_2,65_51
2438,201.2831,1127.173_0.688456_1100.371,Left,8.071477,0_4,61_51
2439,202.5631,1128.593_0.8429536_1091.483,Left,30.79394,0_1,61_66
2440,202.7231,892.6105_0.730626_1175.439,Left,27.1461,0_3,51_61
2441,202.8831,948.4979_0.9621004_909.7896,Left,24.31308,2_0,65_61
2442,203.8431,760.042_0.8651666_1015.128,Right,9.352025,0_0,66_61
2443,204.0031,877.7881_0.688456_1173.138,Left,27.96218,0_4,51_66
2444,204.3232,939.5887_0.8651666_908.5142,Left,26.12225,0_0,65_51
2445,204.3232,945.5281_0.9621004_909.3644,Left,20.40692,2_0,65_51
2446,205.9232,757.6463_0.9621004_1029.935,Right,18.36799,2_0,66_51
2447,207.3632,760.042_1.362484_1015.128,Right,13.73525,1_2,66_61
2448,208.1632,883.7171_0.8651666_1174.058,Left,24.71451,0_0,51_65
2449,208.3232,1128.12_0.8651666_1094.446,Left,21.34876,0_0,61_66
2450,208.3232,1129.54_0.688456_1085.559,Left,21.55278,0_4,61_65
2451,209.7633,880.7526_0.730626_1173.598,Left,9.957053,0_3,51_65
2452,209.9233,1127.173_0.730626_1100.371,Left,13.05051,0_3,61_51
2453,209.9233,760.5212_0.730626_1012.166,Right,8.212928,0_3,66_65
2454,210.4033,1129.067_0.9621004_1088.521,Left,6.725382,2_0,61_66
2455,211.2033,886.6816_0.9621004_1174.519,Left,11.07515,2_0,51_65
2456,211.3633,758.6046_0.688456_1024.012,Right,30.4442,0_4,66_51
2457,211.5233,877.7881_0.8651666_1173.138,Left,9.020594,0_0,51_66
2458,212.3233,889.6461_1.710887_1174.979,Left,12.11612,1_1,51_65
2459,212.6433,1129.54_0.8429536_1085.559,Left,10.84453,0_1,61_65
2460,212.8033,758.1254_0.8429536_1026.974,Right,27.02802,0_1,66_51
2461,213.9234,880.7526_0.9621004_1173.598,Left,22.91383,2_0,51_65
2462,214.2434,759.0837_0.8651666_1021.051,Right,8.868302,0_0,66_61
2463,215.2034,760.5212_0.9621004_1012.166,Right,17.87864,2_0,66_65
2464,216.6434,886.6816_0.9621004_1174.519,Left,24.47439,2_0,51_65
2465,216.8034,757.6463_0.8433979_1029.935,Right,6.875671,0_2,66_51
2466,218.8835,758.6046_0.9621004_1024.012,Right,6.286392,2_0,66_51
2467,219.0435,1127.173_0.730626_1100.371,Left,19.26139,0_3,61_51
2468,219.3635,1128.593_0.8433979_1091.483,Left,25.56211,0_2,61_66
2469,219.3635,759.0837_0.730626_1021.051,Right,7.324531,0_3,66_61
2470,220.1635,936.619_0.8429536_908.089,Left,12.03401,0_1,65_51
2471,221.1235,948.4979_0.8651666_909.7896,Left,9.86236,0_0,65_61
2472,222.0836,1127.173_0.730626_1100.371,Left,8.086338,0_3,61_51
2473,222.2436,945.5281_0.8429536_909.3644,Left,7.56715,0_1,65_51
2474,222.4036,1129.54_0.688456_1085.559,Left,19.25219,0_4,61_65
2475,223.2036,760.5212_0.8651666_1012.166,Right,20.73667,0_0,66_65
2476,224.9636,1128.593_1.362484_1091.483,Left,27.62747,1_2,61_66
2477,225.2836,759.0837_0.8433979_1021.051,Right,32.59207,0_2,66_61
2478,225.7636,1129.54_0.8429536_1085.559,Left,23.27911,0_1,61_65
2479,225.7636,948.4979_0.730626_909.7896,Left,22.49233,0_3,65_61
2480,225.7636,880.7526_0.730626_1173.598,Left,16.64114,0_3,51_65
2481,226.7237,757.6463_0.8651666_1029.935,Right,10.55605,0_0,66_51
2482,228.4837,759.5629_0.9621004_1018.089,Right,24.45391,2_0,66_61
2483,229.9237,1128.12_0.688456_1094.446,Left,28.92177,0_4,61_66
2484,230.2437,877.7881_1.710887_1173.138,Left,18.28516,1_1,51_66
2485,230.8838,760.5212_0.8433979_1012.166,Right,29.14096,0_2,66_65
2486,231.6838,1129.54_0.8433979_1085.559,Left,18.12132,0_2,61_65
2487,231.8438,1127.173_0.9621004_1100.371,Left,19.30829,2_0,61_51
2488,232.1638,758.6046_0.8429536_1024.012,Right,19.64206,0_1,66_51
2489,232.9638,760.042_0.9621004_1015.128,Right,19.67692,2_0,66_61
2490,233.2838,886.6816_0.8429536_1174.519,Left,7.289539,0_1,51_65
2491,233.4438,1127.646_0.730626_1097.408,Left,32.86417,0_3,61_66
2492,233.6038,942.5584_0.8433979_908.9393,Left,10.24416,0_2,65_51
2493,234.4038,1128.593_0.730626_1091.483,Left,15.87209,0_3,61_66
2494,235.5239,948.4979_0.8429536_909.7896,Left,23.75614,0_1,65_61
2495,235.8439,758.1254_0.9621004_1026.974,Right,19.89492,2_0,66_51
2496,235.8439,889.6461_0.688456_1174.979,Left,9.165889,0_4,51_65
2497,237.4439,942.5584_0.688456_908.9393,Left,29.53195,0_4,65_51
2498,237.4439,883.7171_0.730626_1174.058,Left,20.15924,0_3,51_65
2499,238.0839,877.7881_0.8429536_1173.138,Left,12.65094,0_1,51_66
2500,238.5639,760.5212_0.730626_1012.166,Right,20.34046,0_3,66_65
2501,238.7239,892.6105_1.710887_1175.439,Left,10.77286,1_1,51_61
2502,238.8839,1127.646_0.8433979_1097.408,Left,10.19387,0_2,61_66
2503,240.484,759.5629_0.730626_1018.089,Right,31.01182,0_3,66_61
2504,240.644,880.7526_0.9621004_1173.598,Left,18.51046,2_0,51_65
2505,241.124,877.7881_0.688456_1173.138,Left,16.07807,0_4,51_66
2506,241.444,760.5212_0.730626_1012.166,Right,23.94655,0_3,66_65
2507,241.604,1127.173_0.8651666_1100.371,Left,8.284221,0_0,61_51
2508,242.084,1129.54_0.9621004_1085.559,Left,11.67455,2_0,61_65
2509,242.244,759.0837_0.8429536_1021.051,Right,11.81592,0_1,66_61
2510,242.404,758.6046_0.9621004_1024.012,Right,18.9454,2_0,66_51
2511,242.564,1128.12_0.8651666_1094.446,Left,32.29749,0_0,61_66
2512,243.204,948.4979_0.730626_909.7896,Left,24.68405,0_3,65_61
2513,244.1641,945.5281_0.688456_909.3644,Left,9.267674,0_4,65_51
2514,244.6441,758.6046_0.8429536_1024.012,Right,29.87794,0_1,66_51
2515,245.2841,760.5212_0.8651666_1012.166,Right,18.11007,0_0,66_65
2516,246.2441,948.4979_0.8651666_909.7896,Left,32.96869,0_0,65_61
2517,246.7241,877.7881_0.9621004_1173.138,Left,21.54768,2_0,51_66
2518,247.6841,760.042_0.730626_1015.128,Right,25.70811,0_3,66_61
2519,248.0042,1127.173_0.730626_1100.371,Left,19.3692,0_3,61_51
2520,248.1642,759.5629_0.8651666_1018.089,Right,5.744377,0_0,66_61
2521,249.2842,877.7881_0.9621004_1173.138,Left,20.01849,2_0,51_66
2522,249.4442,933.6493_0.9621004_907.6638,Left,7.121323,2_0,65_66
2523,249.6042,886.6816_0.9621004_1174.519,Left,25.83038,2_0,51_65
2524,250.2442,880.7526_0.8433979_1173.598,Left,10.33137,0_2,51_65
2525,251.2042,886.6816_1.710887_1174.519,Left,20.4031,1_1,51_65
2526,251.3642,1129.54_0.8429536_1085.559,Left,25.7401,0_1,61_65
2527,251.5242,1128.12_0.8651666_1094.446,Left,29.49214,,61_66
2528,251.5242,877.7881_1.362484_1173.138,Left,22.84912,1_2,51_66
2529,252.1642,889.6461_0.8651666_1174.979,Left,14.14623,0_0,51_65
2530,252.8043,1127.173_0.9621004_1100.371,Left,24.25734,2_0,61_51
2531,253.6043,936.619_0.8433979_908.089,Left,7.329958,0_2,65_51
2532,253.9243,760.5212_0.688456_1012.166,Right,5.644773,0_4,66_65
2533,254.0843,760.042_0.9621004_1015.128,Right,22.58661,2_0,66_61
2534,254.8843,758.6046_0.688456_1024.012,Right,18.23236,0_4,66_51
2535,255.8443,948.4979_0.9621004_909.7896,Left,20.26139,2_0,65_61
2536,255.8443,759.0837_0.688456_1021.051,Right,29.29778,0_4,66_61
2537,257.4444,892.6105_0.8429536_1175.439,Left,16.13365,0_1,51_61
