车辆ID,发车时间,发车位置,方向,期望速度,车辆类型名称,路径
7945,40.31997,877.7881_0.730626_1173.138,Left,27.49079,0_3,51_66
7946,40.63997,1130.014_0.8429536_1082.596,Left,13.18686,0_1,61_65
7947,40.63997,1127.173_0.9621004_1100.371,Left,18.33948,2_0,61_51
7948,40.79997,759.5629_0.9621004_1018.089,Right,26.11585,2_0,66_61
7949,41.11997,886.6816_0.8429536_1174.519,Left,27.09405,0_1,51_65
7950,41.59997,757.6463_0.9621004_1029.935,Right,24.48626,2_0,66_51
7951,42.39997,939.5887_0.9621004_908.5142,Left,24.24713,2_0,65_51
7952,43.03997,758.6046_0.688456_1024.012,Right,32.0144,0_4,66_51
7953,43.99997,760.042_0.9621004_1015.128,Right,17.49905,2_0,66_61
7954,44.31997,892.6105_0.8651666_1175.439,Left,15.02413,0_0,51_61
7955,44.95996,760.5212_0.8651666_1012.166,Right,20.19097,0_0,66_65
7956,45.11996,759.0837_0.9621004_1021.051,Right,19.47222,2_0,66_61
7957,46.23996,758.1254_0.9621004_1026.974,Right,23.7212,2_0,66_51
7958,48.15996,877.7881_0.9621004_1173.138,Left,20.81325,2_0,51_66
7959,48.15996,892.6105_0.688456_1175.439,Left,14.3991,0_4,51_61
7960,48.31996,1128.12_0.8429536_1094.446,Left,16.82673,0_1,61_66
7961,48.47996,948.4979_0.8429536_909.7896,Left,32.2399,0_1,65_61
7962,51.03996,933.6493_0.8433979_907.6638,Left,7.55044,0_2,65_66
7963,51.19996,889.6461_0.8429536_1174.979,Left,22.39011,0_1,51_65
7964,51.99996,1127.646_0.9621004_1097.408,Left,26.11132,2_0,61_66
7965,52.15996,948.4979_0.8651666_909.7896,Left,29.36937,0_0,65_61
7966,53.43996,877.7881_0.730626_1173.138,Left,9.55391,0_3,51_66
7967,55.03996,1127.173_0.8651666_1100.371,Left,21.58182,0_0,61_51
7968,55.35995,758.1254_0.8433979_1026.974,Right,24.4829,0_2,66_51
7969,57.27995,877.7881_0.688456_1173.138,Left,6.646821,0_4,51_66
7970,57.43995,760.042_0.8429536_1015.128,Right,10.38512,0_1,66_61
7971,58.39995,892.6105_0.9621004_1175.439,Left,17.24252,2_0,51_61
7972,59.51995,948.4979_1.710887_909.7896,Left,21.86989,1_1,65_61
7973,61.91995,758.1254_0.9621004_1026.974,Right,11.4675,2_0,66_51
7974,62.71995,1127.173_0.730626_1100.371,Left,31.56577,0_3,61_51
7975,62.87995,933.6493_0.9621004_907.6638,Left,19.22504,2_0,65_66
7976,64.95997,933.6493_0.9621004_907.6638,Left,21.32635,2_0,65_66
7977,65.27998,877.7881_0.8651666_1173.138,Left,20.75646,0_0,51_66
7978,65.91999,1129.54_0.8429536_1085.559,Left,28.73484,0_1,61_65
7979,65.91999,760.5212_0.9621004_1012.166,Right,20.38021,2_0,66_65
7980,66.4,1127.173_1.710887_1100.371,Left,27.67091,1_1,61_51
7981,66.72001,942.5584_0.9621004_908.9393,Left,15.28807,2_0,65_51
7982,67.52003,1128.12_0.730626_1094.446,Left,19.2541,0_3,61_66
7983,68.48005,758.6046_0.688456_1024.012,Right,15.09216,0_4,66_51
7984,68.96006,1130.014_0.8433979_1082.596,Left,26.24279,0_2,61_65
7985,68.96006,889.6461_0.9621004_1174.979,Left,23.29651,2_0,51_65
7986,69.44007,760.5212_0.8429536_1012.166,Right,8.869294,0_1,66_65
7987,70.5601,1128.593_0.730626_1091.483,Left,7.512789,0_3,61_66
7988,70.8801,880.7526_1.362484_1173.598,Left,21.15027,1_2,51_65
7989,71.04011,948.4979_0.730626_909.7896,Left,29.19459,0_3,65_61
7990,73.92017,760.5212_0.9621004_1012.166,Right,26.04571,2_0,66_65
7991,74.72019,758.6046_0.688456_1024.012,Right,8.920676,0_4,66_51
7992,75.0402,877.7881_0.9621004_1173.138,Left,14.39886,2_0,51_66
7993,75.84022,757.6463_0.8429536_1029.935,Right,28.55434,0_1,66_51
7994,76.64024,892.6105_0.8429536_1175.439,Left,26.17347,0_1,51_61
7995,77.12025,883.7171_0.8651666_1174.058,Left,20.01721,0_0,51_65
7996,77.92027,877.7881_0.8651666_1173.138,Left,20.15363,0_0,51_66
7997,78.56028,758.1254_0.9621004_1026.974,Right,9.201412,2_0,66_51
7998,82.56037,1130.014_0.8433979_1082.596,Left,12.66081,0_2,61_65
7999,82.72038,1129.54_0.8433979_1085.559,Left,14.92478,0_2,61_65
8000,82.72038,886.6816_0.730626_1174.519,Left,13.17941,0_3,51_65
8001,82.88038,1127.173_0.730626_1100.371,Left,12.0332,0_3,61_51
8002,82.88038,892.6105_0.8433979_1175.439,Left,10.54271,0_2,51_61
8003,83.52039,933.6493_0.9621004_907.6638,Left,22.51561,2_0,65_66
8004,84.16041,759.5629_0.688456_1018.089,Right,7.789586,0_4,66_61
8005,85.76044,933.6493_0.688456_907.6638,Left,24.4321,0_4,65_66
8006,85.92045,942.5584_0.688456_908.9393,Left,21.90685,0_4,65_51
8007,85.92045,759.0837_0.9621004_1021.051,Right,12.0615,2_0,66_61
8008,86.24046,936.619_0.8651666_908.089,Left,28.72571,,65_51
8009,86.56046,945.5281_0.730626_909.3644,Left,7.139397,0_3,65_51
8010,87.52048,892.6105_0.730626_1175.439,Left,19.47665,0_3,51_61
8011,88.3205,760.5212_0.8429536_1012.166,Right,23.62675,0_1,66_65
8012,89.92054,877.7881_0.8433979_1173.138,Left,20.00482,0_2,51_66
8013,91.04057,1127.173_0.730626_1100.371,Left,13.29406,0_3,61_51
8014,92.00059,757.6463_0.688456_1029.935,Right,23.02675,0_4,66_51
8015,92.4806,1127.646_0.9621004_1097.408,Left,20.01755,2_0,61_66
8016,92.4806,892.6105_0.730626_1175.439,Left,25.48629,0_3,51_61
8017,93.44062,1129.54_0.9621004_1085.559,Left,15.85413,2_0,61_65
8018,96.64069,1127.646_0.8429536_1097.408,Left,13.70192,0_1,61_66
8019,97.28071,948.4979_0.688456_909.7896,Left,15.52044,0_4,65_61
8020,98.56074,877.7881_0.8433979_1173.138,Left,18.87226,0_2,51_66
8021,99.20075,883.7171_0.9621004_1174.058,Left,15.7472,2_0,51_65
8022,100.8008,942.5584_0.8651666_908.9393,Left,8.739409,0_0,65_51
8023,100.9608,1129.54_0.9621004_1085.559,Left,22.66092,2_0,61_65
8024,102.5608,760.042_0.9621004_1015.128,Right,27.16929,2_0,66_61
8025,102.7208,760.5212_0.8433979_1012.166,Right,6.125371,0_2,66_65
8026,103.3608,759.0837_0.730626_1021.051,Right,28.64387,0_3,66_61
8027,104.9609,758.1254_0.688456_1026.974,Right,10.24778,0_4,66_51
8028,105.6009,948.4979_0.9621004_909.7896,Left,13.60812,2_0,65_61
8029,107.0409,1127.173_0.8429536_1100.371,Left,7.298722,0_1,61_51
8030,107.2009,760.042_0.8429536_1015.128,Right,19.16316,0_1,66_61
8031,107.3609,936.619_0.730626_908.089,Left,19.68229,0_3,65_51
8032,109.121,892.6105_0.8651666_1175.439,Left,8.634369,0_0,51_61
8033,109.441,948.4979_0.8651666_909.7896,Left,10.26736,0_0,65_61
8034,111.681,877.7881_0.9621004_1173.138,Left,6.402142,2_0,51_66
8035,111.841,1127.646_0.688456_1097.408,Left,26.01791,0_4,61_66
8036,111.841,933.6493_0.730626_907.6638,Left,31.14537,0_3,65_66
8037,112.8011,758.1254_0.8651666_1026.974,Right,6.168969,0_0,66_51
8038,112.9611,1127.173_0.8433979_1100.371,Left,6.665023,0_2,61_51
8039,114.7211,948.4979_0.9621004_909.7896,Left,26.40494,2_0,65_61
8040,115.6811,1129.067_0.8651666_1088.521,Left,12.56675,0_0,61_66
8041,116.8012,1128.593_0.8651666_1091.483,Left,16.63989,0_0,61_66
8042,118.4012,939.5887_0.9621004_908.5142,Left,11.45975,2_0,65_51
8043,118.8812,1127.173_0.8429536_1100.371,Left,25.98162,0_1,61_51
8044,119.8412,1128.12_0.8651666_1094.446,Left,18.33265,0_0,61_66
8045,119.8412,1130.014_0.688456_1082.596,Left,8.314454,0_4,61_65
8046,120.3212,759.5629_0.688456_1018.089,Right,24.06991,0_4,66_61
8047,121.7613,892.6105_0.8433979_1175.439,Left,6.869872,0_2,51_61
8048,122.4013,760.042_0.9621004_1015.128,Right,14.75327,2_0,66_61
8049,122.5613,948.4979_0.8433979_909.7896,Left,9.155693,0_2,65_61
8050,122.5613,877.7881_0.9621004_1173.138,Left,18.22719,2_0,51_66
8051,122.7213,758.6046_0.9621004_1024.012,Right,26.90223,2_0,66_51
8052,122.8813,1128.593_0.8651666_1091.483,Left,31.52133,0_0,61_66
8053,123.5213,933.6493_0.9621004_907.6638,Left,7.31009,2_0,65_66
8054,123.8413,757.6463_0.730626_1029.935,Right,23.9539,0_3,66_51
8055,123.8413,883.7171_0.9621004_1174.058,Left,25.74418,2_0,51_65
8056,124.8013,889.6461_0.9621004_1174.979,Left,20.24658,2_0,51_65
8057,125.1213,760.042_0.9621004_1015.128,Right,18.26907,2_0,66_61
8058,126.2414,1129.54_0.8429536_1085.559,Left,33.19213,0_1,61_65
8059,127.0414,945.5281_0.688456_909.3644,Left,26.37545,0_4,65_51
8060,127.2014,1130.014_0.9621004_1082.596,Left,9.284485,2_0,61_65
8061,127.5214,1128.593_0.8433979_1091.483,Left,32.69128,0_2,61_66
8062,128.1614,760.5212_0.9621004_1012.166,Right,25.6462,2_0,66_65
8063,129.4414,945.5281_0.9621004_909.3644,Left,15.71367,2_0,65_51
8064,130.7215,760.5212_0.688456_1012.166,Right,27.06476,0_4,66_65
8065,131.0415,1127.173_0.8429536_1100.371,Left,26.24536,0_1,61_51
8066,131.5215,1130.014_0.9621004_1082.596,Left,15.44436,2_0,61_65
8067,131.8415,758.6046_0.8429536_1024.012,Right,13.73889,0_1,66_51
8068,132.6415,757.6463_0.8433979_1029.935,Right,10.01944,0_2,66_51
8069,132.9615,1129.54_0.8429536_1085.559,Left,20.17755,0_1,61_65
8070,133.6015,759.0837_1.362484_1021.051,Right,5.966166,1_2,66_61
8071,134.4016,1130.014_0.8651666_1082.596,Left,14.91462,0_0,61_65
8072,135.3616,877.7881_0.9621004_1173.138,Left,6.548747,2_0,51_66
8073,135.8416,758.6046_0.9621004_1024.012,Right,5.791043,2_0,66_51
8074,136.1616,889.6461_0.8429536_1174.979,Left,27.75214,0_1,51_65
8075,136.8016,1128.593_0.8433979_1091.483,Left,24.71339,0_2,61_66
8076,137.1216,760.5212_0.8429536_1012.166,Right,6.602054,0_1,66_65
8077,138.4016,942.5584_0.9621004_908.9393,Left,5.83482,2_0,65_51
8078,139.8417,892.6105_0.8429536_1175.439,Left,29.33053,0_1,51_61
8079,140.3217,1128.12_0.8429536_1094.446,Left,8.195636,0_1,61_66
8080,140.9617,877.7881_1.362484_1173.138,Left,5.688947,1_2,51_66
8081,143.0417,1127.173_0.9621004_1100.371,Left,12.7285,2_0,61_51
8082,143.0417,933.6493_0.8433979_907.6638,Left,11.08179,0_2,65_66
8083,143.5218,889.6461_0.9621004_1174.979,Left,24.26835,2_0,51_65
8084,145.1218,948.4979_0.9621004_909.7896,Left,11.77164,2_0,65_61
8085,145.4418,1129.54_0.9621004_1085.559,Left,9.14747,2_0,61_65
8086,145.7618,942.5584_0.688456_908.9393,Left,21.59926,0_4,65_51
8087,146.4018,758.6046_0.8433979_1024.012,Right,20.56782,0_2,66_51
8088,147.3618,945.5281_0.8651666_909.3644,Left,25.26598,0_0,65_51
8089,147.3618,760.5212_0.730626_1012.166,Right,30.51016,0_3,66_65
8090,147.3618,883.7171_0.9621004_1174.058,Left,5.588846,2_0,51_65
8091,148.0019,759.0837_0.9621004_1021.051,Right,24.5256,2_0,66_61
8092,148.1619,1127.173_0.8651666_1100.371,Left,11.41924,0_0,61_51
8093,148.9619,892.6105_0.8429536_1175.439,Left,26.34544,0_1,51_61
8094,149.2819,1130.014_1.362484_1082.596,Left,26.09022,1_2,61_65
8095,150.5619,759.0837_0.9621004_1021.051,Right,10.81027,2_0,66_61
8096,151.2019,759.5629_0.9621004_1018.089,Right,23.97911,2_0,66_61
8097,152.002,933.6493_0.8433979_907.6638,Left,25.2762,0_2,65_66
8098,152.162,1127.173_0.9621004_1100.371,Left,10.09871,2_0,61_51
8099,152.162,892.6105_0.688456_1175.439,Left,17.22889,0_4,51_61
8100,153.602,1128.12_0.730626_1094.446,Left,32.25163,0_3,61_66
8101,155.042,760.042_0.9621004_1015.128,Right,16.75434,2_0,66_61
8102,155.202,892.6105_0.8429536_1175.439,Left,18.08902,0_1,51_61
8103,156.4821,1129.54_0.688456_1085.559,Left,31.02436,0_4,61_65
8104,157.2821,1128.12_0.8433979_1094.446,Left,17.43112,0_2,61_66
8105,157.2821,880.7526_0.730626_1173.598,Left,14.88463,0_3,51_65
8106,157.6021,757.6463_0.8429536_1029.935,Right,12.22855,0_1,66_51
8107,157.9221,1130.014_0.9621004_1082.596,Left,11.00499,2_0,61_65
8108,158.0821,933.6493_0.9621004_907.6638,Left,8.258531,2_0,65_66
8109,158.0821,759.0837_0.9621004_1021.051,Right,7.988453,2_0,66_61
8110,159.2021,948.4979_0.8429536_909.7896,Left,20.03512,0_1,65_61
8111,160.0021,942.5584_0.688456_908.9393,Left,31.78479,0_4,65_51
8112,161.1222,892.6105_0.688456_1175.439,Left,12.24217,0_4,51_61
8113,161.2822,760.042_0.9621004_1015.128,Right,20.33332,2_0,66_61
8114,161.7622,948.4979_0.9621004_909.7896,Left,8.580862,2_0,65_61
8115,162.7222,883.7171_0.8429536_1174.058,Left,28.92354,0_1,51_65
8116,166.0823,1127.173_0.8429536_1100.371,Left,8.068695,0_1,61_51
8117,166.0823,945.5281_0.8651666_909.3644,Left,27.97381,0_0,65_51
8118,167.2023,760.5212_0.9621004_1012.166,Right,24.7075,2_0,66_65
8119,168.0023,1130.014_0.688456_1082.596,Left,24.92188,0_4,61_65
8120,168.3223,760.042_0.688456_1015.128,Right,20.45235,0_4,66_61
8121,168.6423,877.7881_1.362484_1173.138,Left,9.639554,1_2,51_66
8122,169.7624,760.5212_0.9621004_1012.166,Right,20.4685,2_0,66_65
8123,170.7224,948.4979_0.8429536_909.7896,Left,12.10315,0_1,65_61
8124,171.8424,933.6493_0.688456_907.6638,Left,15.08267,0_4,65_66
8125,172.1624,760.5212_0.688456_1012.166,Right,5.935542,0_4,66_65
8126,172.9624,939.5887_0.8651666_908.5142,Left,13.08815,0_0,65_51
8127,173.6024,889.6461_0.8651666_1174.979,Left,11.24676,0_0,51_65
8128,174.2425,759.0837_0.9621004_1021.051,Right,20.76209,2_0,66_61
8129,174.8825,1129.067_0.730626_1088.521,Left,10.60737,0_3,61_66
8130,176.0025,948.4979_0.730626_909.7896,Left,9.3472,0_3,65_61
8131,176.8025,877.7881_0.8429536_1173.138,Left,14.78106,0_1,51_66
8132,177.4425,758.6046_0.688456_1024.012,Right,23.48312,0_4,66_51
8133,177.7625,883.7171_0.730626_1174.058,Left,31.19457,0_3,51_65
8134,179.5226,886.6816_0.688456_1174.519,Left,23.40684,0_4,51_65
8135,179.8426,877.7881_1.362484_1173.138,Left,10.24314,1_2,51_66
8136,180.8026,760.042_0.8433979_1015.128,Right,22.14135,0_2,66_61
8137,183.3627,933.6493_0.8651666_907.6638,Left,7.819703,0_0,65_66
8138,183.6827,1130.014_0.9621004_1082.596,Left,16.66174,2_0,61_65
8139,184.1627,936.619_0.8429536_908.089,Left,22.15517,0_1,65_51
8140,184.3227,758.1254_0.9621004_1026.974,Right,24.02287,2_0,66_51
8141,184.8027,883.7171_0.688456_1174.058,Left,6.138958,0_4,51_65
8142,185.1227,945.5281_0.9621004_909.3644,Left,19.38848,2_0,65_51
8143,185.2827,1127.173_1.710887_1100.371,Left,24.84091,1_1,61_51
8144,186.7227,886.6816_0.8429536_1174.519,Left,19.05412,0_1,51_65
8145,188.0028,880.7526_0.688456_1173.598,Left,15.4203,0_4,51_65
8146,188.1628,760.5212_0.8651666_1012.166,Right,8.699784,0_0,66_65
8147,188.8028,933.6493_1.710887_907.6638,Left,13.59744,1_1,65_66
8148,189.4428,758.6046_0.8433979_1024.012,Right,19.71574,0_2,66_51
8149,191.6829,1128.593_0.688456_1091.483,Left,17.69432,0_4,61_66
8150,192.1629,760.042_0.730626_1015.128,Right,20.10403,0_3,66_61
8151,192.1629,877.7881_0.8429536_1173.138,Left,30.7892,0_1,51_66
8152,192.4829,758.6046_0.9621004_1024.012,Right,22.5845,2_0,66_51
8153,193.4429,1127.646_0.688456_1097.408,Left,18.52134,0_4,61_66
8154,193.6029,942.5584_0.9621004_908.9393,Left,19.61677,2_0,65_51
8155,193.7629,1128.12_0.9621004_1094.446,Left,17.81479,2_0,61_66
8156,193.9229,877.7881_1.710887_1173.138,Left,16.35953,1_1,51_66
8157,196.483,757.6463_0.9621004_1029.935,Right,11.21348,2_0,66_51
8158,198.243,758.6046_0.730626_1024.012,Right,19.6701,0_3,66_51
8159,202.2431,757.6463_0.8433979_1029.935,Right,24.53033,0_2,66_51
8160,203.2031,760.5212_0.9621004_1012.166,Right,20.87716,2_0,66_65
8161,203.5231,877.7881_0.9621004_1173.138,Left,24.4526,2_0,51_66
8162,204.4832,1130.014_0.8651666_1082.596,Left,30.76155,0_0,61_65
8163,207.2032,758.6046_0.9621004_1024.012,Right,15.10676,2_0,66_51
8164,207.3632,933.6493_0.9621004_907.6638,Left,15.10979,2_0,65_66
8165,207.5232,1127.173_0.9621004_1100.371,Left,21.02652,2_0,61_51
8166,209.1233,757.6463_0.8429536_1029.935,Right,31.50212,0_1,66_51
8167,211.2033,933.6493_0.8433979_907.6638,Left,28.12208,0_2,65_66
8168,211.3633,759.0837_0.8433979_1021.051,Right,25.15178,0_2,66_61
8169,212.4833,760.042_0.8651666_1015.128,Right,5.731894,0_0,66_61
8170,212.6433,877.7881_0.688456_1173.138,Left,21.35568,0_4,51_66
8171,213.1234,1128.12_0.8433979_1094.446,Left,26.9103,0_2,61_66
8172,213.4434,942.5584_0.9621004_908.9393,Left,13.05931,2_0,65_51
8173,214.4034,948.4979_0.8651666_909.7896,Left,10.14906,0_0,65_61
8174,216.3234,758.6046_0.730626_1024.012,Right,28.15778,0_3,66_51
8175,216.9634,760.5212_0.688456_1012.166,Right,10.76566,0_4,66_65
8176,217.9235,877.7881_0.688456_1173.138,Left,12.74224,0_4,51_66
8177,218.4035,945.5281_0.730626_909.3644,Left,18.86295,0_3,65_51
8178,221.2835,889.6461_0.8429536_1174.979,Left,9.79678,0_1,51_65
8179,221.6035,948.4979_0.688456_909.7896,Left,27.58203,0_4,65_61
8180,221.6035,758.1254_0.9621004_1026.974,Right,16.12912,2_0,66_51
8181,221.7635,757.6463_0.8433979_1029.935,Right,7.615032,0_2,66_51
8182,221.9236,1127.173_0.9621004_1100.371,Left,24.98445,2_0,61_51
8183,223.0436,1128.12_0.8429536_1094.446,Left,11.07293,0_1,61_66
8184,223.3636,936.619_0.688456_908.089,Left,7.058423,0_4,65_51
8185,223.5236,1129.54_0.9621004_1085.559,Left,25.26953,2_0,61_65
8186,224.3236,1127.646_0.8429536_1097.408,Left,21.02412,0_1,61_66
8187,224.8036,886.6816_0.730626_1174.519,Left,12.4487,0_3,51_65
8188,225.2836,877.7881_0.8433979_1173.138,Left,10.85122,0_2,51_66
8189,225.9236,1127.173_0.9621004_1100.371,Left,9.42095,2_0,61_51
8190,226.7237,1129.067_0.688456_1088.521,Left,22.76141,0_4,61_66
8191,227.6837,948.4979_0.9621004_909.7896,Left,19.28109,2_0,65_61
8192,229.1237,757.6463_0.688456_1029.935,Right,24.57548,0_4,66_51
8193,230.2437,880.7526_1.710887_1173.598,Left,9.455063,1_1,51_65
8194,231.0438,1127.173_0.9621004_1100.371,Left,27.32826,2_0,61_51
8195,232.6438,1130.014_0.688456_1082.596,Left,21.9704,0_4,61_65
8196,232.6438,877.7881_0.8429536_1173.138,Left,6.334574,0_1,51_66
8197,232.8038,933.6493_0.9621004_907.6638,Left,9.507061,2_0,65_66
8198,233.4438,883.7171_0.9621004_1174.058,Left,12.06614,2_0,51_65
8199,237.4439,759.5629_0.8429536_1018.089,Right,30.99521,0_1,66_61
8200,240.644,760.5212_0.8651666_1012.166,Right,28.43344,0_0,66_65
8201,240.804,942.5584_0.730626_908.9393,Left,8.794446,0_3,65_51
8202,241.764,948.4979_0.9621004_909.7896,Left,17.10931,2_0,65_61
8203,241.924,758.6046_0.8651666_1024.012,Right,28.09965,0_0,66_51
8204,242.724,759.0837_0.688456_1021.051,Right,10.54546,0_4,66_61
8205,243.044,892.6105_1.710887_1175.439,Left,21.36781,1_1,51_61
8206,243.204,936.619_0.688456_908.089,Left,20.05139,0_4,65_51
8207,243.8441,760.5212_0.730626_1012.166,Right,20.05719,0_3,66_65
8208,244.1641,760.042_0.8433979_1015.128,Right,19.71998,0_2,66_61
8209,244.1641,886.6816_0.8429536_1174.519,Left,9.654371,0_1,51_65
8210,246.2441,760.5212_0.9621004_1012.166,Right,6.655743,2_0,66_65
8211,246.2441,883.7171_0.730626_1174.058,Left,20.45601,0_3,51_65
8212,247.8441,880.7526_0.688456_1173.598,Left,30.52862,0_4,51_65
8213,248.3242,1127.646_0.688456_1097.408,Left,19.76219,0_4,61_66
8214,248.4842,759.0837_1.362484_1021.051,Right,23.41271,1_2,66_61
8215,248.6442,1127.173_0.8433979_1100.371,Left,15.37912,0_2,61_51
8216,249.9242,939.5887_0.8429536_908.5142,Left,19.71729,0_1,65_51
8217,251.3642,757.6463_0.9621004_1029.935,Right,23.69486,2_0,66_51
8218,252.8043,1129.54_0.688456_1085.559,Left,20.66661,0_4,61_65
8219,253.7643,760.5212_0.8433979_1012.166,Right,11.01933,0_2,66_65
8220,254.0843,880.7526_0.8429536_1173.598,Left,29.7224,0_1,51_65
8221,254.2443,1127.173_0.8433979_1100.371,Left,31.55336,0_2,61_51
8222,254.8843,942.5584_0.688456_908.9393,Left,29.03989,0_4,65_51
8223,255.0443,1128.12_0.8429536_1094.446,Left,17.67982,0_1,61_66
8224,255.0443,1130.014_0.9621004_1082.596,Left,14.01799,2_0,61_65
8225,255.8443,757.6463_0.9621004_1029.935,Right,13.35447,2_0,66_51
8226,256.8044,1127.173_0.8429536_1100.371,Left,21.44221,0_1,61_51
8227,256.9644,1128.593_0.688456_1091.483,Left,18.30299,0_4,61_66
8228,257.2844,877.7881_1.362484_1173.138,Left,20.14816,1_2,51_66
8229,257.4444,1129.54_0.730626_1085.559,Left,15.60468,0_3,61_65
8230,257.4444,936.619_0.9621004_908.089,Left,10.02815,2_0,65_51
8231,257.9244,948.4979_0.8651666_909.7896,Left,13.45093,0_0,65_61
8232,258.2444,933.6493_0.8433979_907.6638,Left,15.38584,0_2,65_66
8233,258.8844,939.5887_0.8433979_908.5142,Left,30.00682,0_2,65_51
8234,260.1644,760.042_0.8429536_1015.128,Right,19.10935,0_1,66_61
8235,260.4844,889.6461_0.9621004_1174.979,Left,12.99088,2_0,51_65
8236,261.4445,886.6816_0.730626_1174.519,Left,27.13793,0_3,51_65
8237,261.9245,942.5584_0.9621004_908.9393,Left,16.85968,2_0,65_51
8238,262.5645,758.6046_0.8651666_1024.012,Right,8.692692,0_0,66_51
8239,264.1645,757.6463_1.710887_1029.935,Right,10.56981,1_1,66_51
8240,265.7646,1127.173_0.8651666_1100.371,Left,11.41408,0_0,61_51
