车辆ID,发车时间,发车位置,方向,期望速度,车辆类型名称,路径
600,17.1802,942.5584_0.9621004_908.9393,Left,5.666415,2_0,65_51
601,17.54021,1130.014_0.688456_1082.596,Left,32.44082,0_4,61_65
602,18.46023,1128.593_0.730626_1091.483,Left,25.94196,0_3,61_66
603,18.64024,936.619_0.9621004_908.089,Left,16.68515,2_0,65_51
604,18.72024,1127.173_0.730626_1100.371,Left,20.62634,0_3,61_51
605,18.74024,948.4979_1.362484_909.7896,Left,7.90442,1_2,65_61
606,19.30025,760.042_0.8651666_1015.128,Right,25.48691,0_0,66_61
607,19.62026,877.7881_0.730626_1173.138,Left,11.44897,0_3,51_66
608,20.00027,758.6046_1.710887_1024.012,Right,19.31489,1_1,66_51
609,20.02027,758.1254_0.9621004_1026.974,Right,13.21609,2_0,66_51
610,20.20027,759.0837_0.8651666_1021.051,Right,12.40454,0_0,66_61
611,20.78028,889.6461_0.688456_1174.979,Left,8.140745,0_4,51_65
612,21.2403,760.042_1.710887_1015.128,Right,8.730241,1_1,66_61
613,21.3803,1127.173_0.730626_1100.371,Left,8.93154,0_3,61_51
614,21.4003,760.5212_1.710887_1012.166,Right,9.967987,1_1,66_65
615,21.5003,877.7881_1.710887_1173.138,Left,8.984243,1_1,51_66
616,21.86031,936.619_0.730626_908.089,Left,16.69367,0_3,65_51
617,22.36032,1128.12_0.8429536_1094.446,Left,26.0595,0_1,61_66
618,23.60035,1127.173_1.710887_1100.371,Left,11.34983,1_1,61_51
619,23.96036,1128.593_1.362484_1091.483,Left,7.732852,1_2,61_66
620,24.18036,759.0837_0.8651666_1021.051,Right,7.643937,0_0,66_61
621,24.22036,939.5887_0.8651666_908.5142,Left,26.22415,0_0,65_51
622,24.64037,1129.54_0.8651666_1085.559,Left,12.75287,0_0,61_65
623,24.84038,1130.014_0.730626_1082.596,Left,9.033176,0_3,61_65
624,25.16039,1128.12_0.9621004_1094.446,Left,17.11602,2_0,61_66
625,25.32039,886.6816_1.710887_1174.519,Left,11.19339,1_1,51_65
626,25.42039,758.1254_0.9621004_1026.974,Right,22.94275,2_0,66_51
627,26.0204,757.6463_0.8429536_1029.935,Right,16.73795,0_1,66_51
628,26.36041,892.6105_0.9621004_1175.439,Left,13.8996,2_0,51_61
629,26.50042,880.7526_0.9621004_1173.598,Left,25.7663,2_0,51_65
630,26.72042,1127.646_1.362484_1097.408,Left,25.73838,1_2,61_66
631,27.12043,883.7171_0.9621004_1174.058,Left,11.99893,2_0,51_65
632,27.34044,942.5584_0.688456_908.9393,Left,9.804999,0_4,65_51
633,27.60044,948.4979_0.8433979_909.7896,Left,13.64775,0_2,65_61
634,28.78047,936.619_0.8433979_908.089,Left,18.77526,0_2,65_51
635,28.98047,760.5212_0.8651666_1012.166,Right,22.87856,0_0,66_65
636,29.40048,758.6046_1.362484_1024.012,Right,21.29089,1_2,66_51
637,29.42048,892.6105_0.8651666_1175.439,Left,12.25326,0_0,51_61
638,29.60049,889.6461_0.9621004_1174.979,Left,23.606,2_0,51_65
639,30.2605,948.4979_0.688456_909.7896,Left,9.372245,0_4,65_61
640,30.90052,883.7171_0.688456_1174.058,Left,28.51955,0_4,51_65
641,31.02052,877.7881_0.8429536_1173.138,Left,7.52993,0_1,51_66
642,31.22052,757.6463_0.8433979_1029.935,Right,21.7553,0_2,66_51
643,31.36053,880.7526_0.8429536_1173.598,Left,9.737737,0_1,51_65
644,31.82054,760.5212_1.710887_1012.166,Right,8.84998,1_1,66_65
645,31.98054,759.5629_0.8433979_1018.089,Right,20.52957,0_2,66_61
646,32.62056,939.5887_1.710887_908.5142,Left,26.70847,1_1,65_51
647,32.68056,1128.12_0.9621004_1094.446,Left,9.555284,2_0,61_66
648,32.78056,886.6816_0.9621004_1174.519,Left,17.15172,2_0,51_65
649,33.50058,757.6463_0.8651666_1029.935,Right,11.82435,0_0,66_51
650,33.94059,936.619_0.688456_908.089,Left,24.29994,0_4,65_51
651,34.00059,1127.173_0.8429536_1100.371,Left,20.91866,0_1,61_51
652,34.12059,1129.54_0.8433979_1085.559,Left,29.57658,0_2,61_65
653,34.24059,877.7881_1.710887_1173.138,Left,24.40815,1_1,51_66
654,34.28059,759.0837_0.9621004_1021.051,Right,9.343313,2_0,66_61
655,34.4206,1130.014_0.9621004_1082.596,Left,11.82306,2_0,61_65
656,34.7006,1127.646_1.710887_1097.408,Left,14.70863,1_1,61_66
657,34.82061,892.6105_0.688456_1175.439,Left,31.75971,0_4,51_61
658,35.56062,1127.173_1.710887_1100.371,Left,27.50095,1_1,61_51
659,36.00063,1128.593_1.362484_1091.483,Left,17.28214,1_2,61_66
660,36.40064,1129.067_0.8651666_1088.521,Left,33.09253,0_0,61_66
661,36.40064,948.4979_0.9621004_909.7896,Left,25.14394,2_0,65_61
662,37.16066,1129.54_0.9621004_1085.559,Left,23.8977,2_0,61_65
663,37.30066,1130.014_0.730626_1082.596,Left,31.71088,0_3,61_65
664,37.30066,933.6493_1.362484_907.6638,Left,14.81802,1_2,65_66
665,37.54067,758.1254_0.688456_1026.974,Right,15.74705,0_4,66_51
666,37.88068,945.5281_0.688456_909.3644,Left,14.54608,0_4,65_51
667,37.96068,936.619_0.8433979_908.089,Left,8.634245,0_2,65_51
668,38.08068,1130.014_1.710887_1082.596,Left,8.380569,1_1,61_65
669,38.28069,1129.067_0.8433979_1088.521,Left,6.154139,0_2,61_66
670,38.36069,1128.12_1.362484_1094.446,Left,9.488008,1_2,61_66
671,39.0007,758.6046_0.8651666_1024.012,Right,27.81908,0_0,66_51
672,39.0807,948.4979_0.8651666_909.7896,Left,29.94962,0_0,65_61
673,39.1207,883.7171_0.9621004_1174.058,Left,25.08545,2_0,51_65
674,40.46074,1127.646_0.9621004_1097.408,Left,14.06438,2_0,61_66
675,40.56074,758.1254_0.8433979_1026.974,Right,17.52167,0_2,66_51
676,41.66076,1129.54_0.8429536_1085.559,Left,15.35902,0_1,61_65
677,42.00077,758.6046_0.8651666_1024.012,Right,15.60983,0_0,66_51
678,42.18077,1128.593_1.710887_1091.483,Left,11.03965,1_1,61_66
679,42.24078,1129.067_1.710887_1088.521,Left,7.931586,1_1,61_66
680,42.30078,1127.173_1.710887_1100.371,Left,22.90299,1_1,61_51
681,42.50078,1127.646_1.710887_1097.408,Left,19.08954,1_1,61_66
682,42.64079,889.6461_0.8433979_1174.979,Left,24.01322,0_2,51_65
683,43.54081,877.7881_1.710887_1173.138,Left,19.47195,1_1,51_66
684,43.60081,1128.12_1.710887_1094.446,Left,15.14323,1_1,61_66
685,43.84081,892.6105_0.8651666_1175.439,Left,17.60053,0_0,51_61
686,44.58083,948.4979_0.8651666_909.7896,Left,24.27778,0_0,65_61
687,45.44085,1129.54_0.9621004_1085.559,Left,14.54384,2_0,61_65
688,45.44085,760.5212_0.730626_1012.166,Right,21.44738,0_3,66_65
689,46.02086,757.6463_0.8429536_1029.935,Right,15.16572,0_1,66_51
690,46.34087,758.1254_0.730626_1026.974,Right,8.494633,0_3,66_51
691,46.44087,1130.014_1.710887_1082.596,Left,13.92625,1_1,61_65
692,46.54087,759.5629_1.710887_1018.089,Right,6.96086,1_1,66_61
693,46.60088,880.7526_0.9621004_1173.598,Left,21.29968,2_0,51_65
694,46.96088,948.4979_0.9621004_909.7896,Left,9.255504,2_0,65_61
695,47.90091,886.6816_1.710887_1174.519,Left,23.09173,1_1,51_65
696,48.10091,1129.54_1.362484_1085.559,Left,10.95607,1_2,61_65
697,48.12091,760.042_0.9621004_1015.128,Right,20.43787,2_0,66_61
698,48.20091,758.6046_0.688456_1024.012,Right,21.83406,0_4,66_51
699,49.12093,760.5212_0.8433979_1012.166,Right,22.03499,0_2,66_65
700,49.16093,936.619_0.8651666_908.089,Left,14.62494,0_0,65_51
701,50.26096,948.4979_1.710887_909.7896,Left,6.080253,1_1,65_61
702,50.44096,1127.173_0.688456_1100.371,Left,23.88964,0_4,61_51
703,50.54097,883.7171_0.9621004_1174.058,Left,21.68072,2_0,51_65
704,50.56097,880.7526_1.710887_1173.598,Left,26.9288,1_1,51_65
705,51.18098,933.6493_0.730626_907.6638,Left,11.03455,0_3,65_66
706,51.60099,892.6105_1.710887_1175.439,Left,11.69525,1_1,51_61
707,53.00102,1127.646_0.9621004_1097.408,Left,16.61143,2_0,61_66
708,53.92104,936.619_0.8433979_908.089,Left,11.22037,0_2,65_51
709,54.54106,877.7881_0.8651666_1173.138,Left,14.43009,0_0,51_66
710,54.94107,760.042_0.730626_1015.128,Right,17.50108,0_3,66_61
711,55.14107,760.5212_1.710887_1012.166,Right,9.622518,1_1,66_65
712,55.58108,757.6463_0.8433979_1029.935,Right,25.86366,0_2,66_51
713,55.62108,1129.54_0.8433979_1085.559,Left,30.43153,0_2,61_65
714,56.3611,933.6493_0.9621004_907.6638,Left,20.95526,2_0,65_66
715,57.06112,877.7881_1.362484_1173.138,Left,11.52458,1_2,51_66
716,57.14112,1127.173_0.688456_1100.371,Left,29.80758,0_4,61_51
717,57.28112,883.7171_0.8429536_1174.058,Left,10.21379,0_1,51_65
718,57.48112,945.5281_0.9621004_909.3644,Left,8.956911,2_0,65_51
719,57.78113,1129.54_0.9621004_1085.559,Left,10.35806,2_0,61_65
720,57.94114,942.5584_0.9621004_908.9393,Left,23.23643,2_0,65_51
721,58.18114,758.6046_0.730626_1024.012,Right,15.37362,0_3,66_51
722,58.98116,759.0837_0.9621004_1021.051,Right,16.36641,2_0,66_61
723,59.46117,933.6493_0.688456_907.6638,Left,12.4924,0_4,65
724,59.64117,880.7526_0.9621004_1173.598,Left,21.5976,2_0,51_65
725,60.06118,1129.54_1.710887_1085.559,Left,22.54781,1_1,61
726,60.52119,936.619_0.8433979_908.089,Left,22.45488,0_2,65_51
727,61.20121,1127.173_0.9621004_1100.371,Left,27.54914,2_0,61_51
728,61.22121,948.4979_0.8429536_909.7896,Left,18.22233,0_1,65_61
729,61.40121,1128.12_0.9621004_1094.446,Left,16.72278,2_0,61_66
730,61.84122,1127.646_1.710887_1097.408,Left,13.63394,1_1,61_66
731,62.20123,1130.014_1.710887_1082.596,Left,16.30776,1_1,61_65
732,62.56124,880.7526_0.9621004_1173.598,Left,24.87537,2_0,51_65
733,62.86125,933.6493_1.710887_907.6638,Left,11.32532,1_1,65
734,63.70127,760.5212_0.9621004_1012.166,Right,8.506392,2_0,66_65
735,63.82127,758.6046_1.710887_1024.012,Right,12.51069,1_1,66_51
736,63.86127,1128.12_0.8651666_1094.446,Left,18.92868,0_0,61_66
737,63.96127,889.6461_0.9621004_1174.979,Left,9.766879,2_0,51_65
738,64.14125,757.6463_0.688456_1029.935,Right,12.36493,0_4,66_51
739,65.76098,1128.593_0.8651666_1091.483,Left,16.27844,0_0,61_66
740,66.2009,760.042_0.9621004_1015.128,Right,21.6422,2_0,66_61
741,66.2209,936.619_1.362484_908.089,Left,23.39952,1_2,65_51
742,67.54068,883.7171_0.8651666_1174.058,Left,31.04212,0_0,51_65
743,67.74065,1127.173_0.8433979_1100.371,Left,18.14078,0_2,61_51
744,68.42053,948.4979_0.9621004_909.7896,Left,10.93633,2_0,65_61
745,68.42053,760.5212_0.730626_1012.166,Right,6.485958,0_3,66_65
746,68.50052,945.5281_0.8651666_909.3644,Left,11.73779,0_0,65_51
747,68.92045,942.5584_0.9621004_908.9393,Left,25.67583,2_0,65_51
748,68.98044,1127.646_0.9621004_1097.408,Left,15.79604,2_0,61_66
749,69.10042,877.7881_0.9621004_1173.138,Left,7.042786,2_0,51_66
750,70.22023,889.6461_0.688456_1174.979,Left,31.16218,0_4,51_65
751,70.96011,1130.014_0.8433979_1082.596,Left,15.34534,0_2,61
752,71.18007,1128.12_0.9621004_1094.446,Left,12.01481,2_0,61_66
753,71.20007,939.5887_0.688456_908.5142,Left,27.14599,0_4,65_51
754,71.32005,760.042_0.9621004_1015.128,Right,23.457,2_0,66_61
755,71.56001,758.6046_1.710887_1024.012,Right,8.061232,1_1,66_51
756,71.67999,892.6105_1.710887_1175.439,Left,21.79977,1_1,51
757,71.79996,948.4979_0.8651666_909.7896,Left,22.83596,0_0,65_61
758,72.23989,1127.173_0.730626_1100.371,Left,11.16599,0_3,61_51
759,73.15974,1128.593_0.730626_1091.483,Left,15.66581,0_3,61_66
760,73.21973,883.7171_1.362484_1174.058,Left,9.558735,1_2,51_65
761,73.23972,939.5887_0.730626_908.5142,Left,30.72314,0_3,65_51
762,73.75964,877.7881_0.9621004_1173.138,Left,27.02906,2_0,51_66
763,74.11958,1128.12_0.688456_1094.446,Left,9.382466,0_4,61_66
764,74.27955,758.1254_0.9621004_1026.974,Right,25.9743,2_0,66_51
765,74.37953,945.5281_0.8429536_909.3644,Left,28.99525,0_1,65_51
766,75.27938,889.6461_1.710887_1174.979,Left,23.59938,1_1,51_65
767,75.53934,886.6816_0.8429536_1174.519,Left,21.44273,0_1,51_65
768,75.61932,1129.067_0.8433979_1088.521,Left,11.40092,0_2,61_66
769,75.95927,877.7881_1.710887_1173.138,Left,8.0598,1_1,51_66
770,76.01926,1127.173_1.362484_1100.371,Left,17.88943,1_2,61_51
771,76.49918,880.7526_0.8433979_1173.598,Left,13.78268,0_2,51_65
772,76.83912,880.7526_1.710887_1173.598,Left,8.825941,1_1,51_65
773,77.91894,760.5212_1.710887_1012.166,Right,25.42615,1_1,66_65
774,78.07891,759.5629_0.8433979_1018.089,Right,30.38125,0_2,66_61
775,78.1189,948.4979_0.688456_909.7896,Left,7.06954,0_4,65_61
776,78.17889,886.6816_0.8429536_1174.519,Left,17.65944,0_1,51_65
777,78.51884,883.7171_1.710887_1174.058,Left,18.94284,1_1,51_65
778,78.83878,758.1254_0.8651666_1026.974,Right,14.68848,0_0,66_51
779,78.97876,948.4979_1.710887_909.7896,Left,18.77287,1_1,65_61
780,80.09857,1128.12_0.9621004_1094.446,Left,24.73652,2_0,61_66
781,80.27854,886.6816_0.8651666_1174.519,Left,9.834547,0_0,51_65
782,80.75846,1128.593_1.362484_1091.483,Left,9.492628,1_2,61_66
783,81.1184,889.6461_0.730626_1174.979,Left,20.18337,0_3,51_65
784,81.57832,1130.014_1.362484_1082.596,Left,21.6935,1_2,61
785,81.79829,759.5629_0.730626_1018.089,Right,16.79361,0_3,66_61
786,82.05824,1127.646_0.9621004_1097.408,Left,19.33956,2_0,61_66
787,82.83811,1129.54_1.710887_1085.559,Left,21.86328,1_1,61
788,83.15806,942.5584_0.688456_908.9393,Left,31.35598,0_4,65_51
789,83.71796,758.1254_0.730626_1026.974,Right,32.71958,0_3,66_51
790,83.77795,760.5212_1.710887_1012.166,Right,9.985258,1_1,66_65
791,83.81795,1127.173_0.688456_1100.371,Left,12.18281,0_4,61_51
792,83.83794,1128.12_0.9621004_1094.446,Left,8.312365,2_0,61_66
793,83.87794,877.7881_1.710887_1173.138,Left,8.798853,1_1,51_66
794,84.23788,933.6493_0.8429536_907.6638,Left,14.96512,0_1,65
795,84.27787,1129.067_1.710887_1088.521,Left,18.3736,1_1,61_66
796,85.17772,889.6461_0.730626_1174.979,Left,19.93671,0_3,51_65
797,85.2777,1127.646_0.688456_1097.408,Left,26.97466,0_4,61_66
798,87.03741,1127.173_0.8651666_1100.371,Left,16.69495,0_0,61_51
799,87.81728,933.6493_0.688456_907.6638,Left,9.071828,0_4,65
800,87.89726,1128.12_0.688456_1094.446,Left,23.55682,0_4,61_66
801,87.99725,1130.014_1.362484_1082.596,Left,11.36503,1_2,61
802,88.09723,936.619_0.9621004_908.089,Left,11.77762,2_0,65_51
803,88.41718,933.6493_1.710887_907.6638,Left,17.89197,1_1,65
804,88.51716,1129.54_1.362484_1085.559,Left,16.82328,1_2,61
805,88.8371,892.6105_0.8651666_1175.439,Left,9.210186,0_0,51
806,90.41684,1128.593_0.8651666_1091.483,Left,14.78041,0_0,61_66
807,90.55682,942.5584_0.8651666_908.9393,Left,22.9511,0_0,65_51
808,90.57681,757.6463_0.8651666_1029.935,Right,17.89021,0_0,66_51
809,90.6368,1127.646_0.8433979_1097.408,Left,15.96268,0_2,61_66
810,90.87676,939.5887_0.9621004_908.5142,Left,20.70312,2_0,65_51
811,90.89676,1127.173_0.9621004_1100.371,Left,16.65934,2_0,61_51
812,91.13672,1127.646_1.710887_1097.408,Left,26.19386,1_1,61
813,91.99657,889.6461_1.362484_1174.979,Left,16.99907,1_2,51
814,92.13655,880.7526_0.8433979_1173.598,Left,7.082455,0_2,51_65
815,92.87643,1128.593_0.9621004_1091.483,Left,8.228822,2_0,61_66
816,93.09639,936.619_0.8433979_908.089,Left,20.30505,0_2,65
817,93.87626,886.6816_1.362484_1174.519,Left,11.48984,1_2,51
818,94.09622,1129.067_0.8433979_1088.521,Left,6.346887,0_2,61_66
819,94.2562,760.5212_0.8433979_1012.166,Right,9.979967,0_2,66_65
820,94.61613,948.4979_0.9621004_909.7896,Left,21.10369,2_0,65_61
821,95.35601,939.5887_1.362484_908.5142,Left,15.98217,1_2,65_51
822,95.51598,1129.54_0.9621004_1085.559,Left,17.85582,2_0,61
823,95.9959,877.7881_0.9621004_1173.138,Left,22.38408,2_0,51_66
824,96.07589,892.6105_1.710887_1175.439,Left,24.31444,1_1,51
825,99.33534,942.5584_0.9621004_908.9393,Left,12.68604,2_0,65_51
826,99.5953,1127.173_0.8651666_1100.371,Left,16.39641,0_0,61_51
827,99.69528,933.6493_1.710887_907.6638,Left,24.67844,1_1,65
828,100.0752,936.619_1.362484_908.089,Left,17.85829,1_2,65
829,100.8951,945.5281_0.8433979_909.3644,Left,23.12786,0_2,65_51
830,101.235,758.6046_0.8433979_1024.012,Right,32.29005,0_2,66_51
831,101.575,948.4979_1.362484_909.7896,Left,22.66222,1_2,65_61
832,101.7149,877.7881_0.8433979_1173.138,Left,6.540206,0_2,51_66
833,103.5146,945.5281_0.730626_909.3644,Left,29.91156,0_3,65_51
834,103.5746,1127.173_1.710887_1100.371,Left,27.53398,1_1,61_51
835,103.6546,945.5281_1.710887_909.3644,Left,24.49118,1_1,65
836,103.9546,939.5887_0.8651666_908.5142,Left,17.49206,0_0,65
837,104.0146,760.042_1.362484_1015.128,Right,21.70474,1_2,66_61
838,104.0346,758.6046_0.9621004_1024.012,Right,17.89098,2_0,66_51
839,105.4543,1129.54_0.9621004_1085.559,Left,16.78047,2_0,61
840,106.0742,892.6105_1.362484_1175.439,Left,16.33399,1_2,51
841,106.3942,939.5887_0.688456_908.5142,Left,25.11926,0_4,65
842,106.5741,758.1254_0.8429536_1026.974,Right,18.39853,0_1,66_51
843,106.7741,886.6816_0.730626_1174.519,Left,23.75337,0_3,51
844,107.234,757.6463_0.8429536_1029.935,Right,14.99476,0_1,66
845,107.6939,877.7881_0.8433979_1173.138,Left,23.97159,0_2,51_66
846,107.8339,948.4979_0.8651666_909.7896,Left,10.5859,0_0,65_61
847,108.1339,880.7526_0.8429536_1173.598,Left,26.72767,0_1,51
848,108.5538,760.5212_0.9621004_1012.166,Right,6.779088,2_0,66_65
849,108.8737,758.6046_0.8651666_1024.012,Right,18.71667,0_0,66
850,108.9137,1130.014_0.8651666_1082.596,Left,28.80334,0_0,61
851,109.1937,759.5629_0.730626_1018.089,Right,17.52527,0_3,66_61
852,109.3337,883.7171_0.688456_1174.058,Left,15.78213,0_4,51_65
853,109.5336,1129.54_0.688456_1085.559,Left,24.25921,0_4,61
854,110.7934,760.042_0.9621004_1015.128,Right,15.40206,2_0,66_61
855,111.3933,757.6463_0.9621004_1029.935,Right,26.34563,2_0,66
856,111.5733,1130.014_0.9621004_1082.596,Left,17.7903,2_0,61
857,112.2732,877.7881_1.710887_1173.138,Left,11.58259,1_1,51_66
858,112.5731,948.4979_0.9621004_909.7896,Left,12.50187,2_0,65_61
859,112.5731,886.6816_0.8429536_1174.519,Left,21.14086,0_1,51
860,112.7131,889.6461_0.9621004_1174.979,Left,15.55191,2_0,51
861,112.7531,759.0837_1.710887_1021.051,Right,21.43358,1_1,66_61
862,113.313,1128.593_1.710887_1091.483,Left,27.23711,1_1,61_66
863,113.373,942.5584_0.730626_908.9393,Left,7.440391,0_3,65
864,113.6729,892.6105_0.730626_1175.439,Left,27.78494,0_3,51
865,114.1729,880.7526_1.710887_1173.598,Left,22.07207,1_1,51
866,114.3528,760.5212_0.8651666_1012.166,Right,27.89635,0_0,66_65
867,114.8327,933.6493_1.710887_907.6638,Left,9.964531,1_1,65
868,114.8527,939.5887_1.362484_908.5142,Left,9.60579,1_2,65
869,114.8927,1127.173_0.8429536_1100.371,Left,20.27973,0_1,61_51
870,115.0527,886.6816_1.710887_1174.519,Left,23.61107,1_1,51
871,115.1527,892.6105_1.710887_1175.439,Left,19.491,1_1,51
872,115.7526,1130.014_1.362484_1082.596,Left,16.39403,1_2,61
873,115.9126,883.7171_0.8651666_1174.058,Left,15.60091,0_0,51
874,116.2925,945.5281_0.8429536_909.3644,Left,5.78483,0_1,65
875,116.9324,760.042_0.9621004_1015.128,Right,27.30267,2_0,66_61
876,116.9524,948.4979_0.8433979_909.7896,Left,11.12147,0_2,65_61
877,118.2322,889.6461_1.362484_1174.979,Left,27.27814,1_2,51
878,118.3322,877.7881_0.730626_1173.138,Left,10.57971,0_3,51_66
879,119.032,1129.067_0.730626_1088.521,Left,12.24285,0_3,61_66
880,119.292,758.1254_1.362484_1026.974,Right,12.58122,1_2,66
881,119.452,760.042_1.710887_1015.128,Right,15.40704,1_1,66_61
882,119.512,759.5629_0.8433979_1018.089,Right,11.71947,0_2,66_61
883,120.0719,877.7881_1.710887_1173.138,Left,26.50393,1_1,51_66
884,120.3118,759.0837_0.8429536_1021.051,Right,23.86201,0_1,66_61
885,120.7318,1127.173_0.8429536_1100.371,Left,18.28666,0_1,61_51
886,120.7318,757.6463_0.8433979_1029.935,Right,21.50764,0_2,66
887,120.8517,883.7171_0.8651666_1174.058,Left,26.04711,0_0,51
888,120.9117,760.5212_0.8429536_1012.166,Right,18.35685,0_1,66_65
889,122.0915,945.5281_1.710887_909.3644,Left,24.85386,1_1,65
890,122.1315,1128.593_0.9621004_1091.483,Left,12.12813,2_0,61_66
891,123.1513,1130.014_0.9621004_1082.596,Left,22.95257,2_0,61
892,123.2713,1129.067_0.9621004_1088.521,Left,24.78032,2_0,61_66
893,123.7712,1127.646_0.9621004_1097.408,Left,26.01001,2_0,61_66
894,124.4511,1127.173_0.688456_1100.371,Left,30.27565,0_4,61_51
895,126.0109,758.6046_0.8429536_1024.012,Right,19.19319,0_1,66
896,126.0709,948.4979_0.8651666_909.7896,Left,8.299871,0_0,65_61
897,127.4706,759.0837_0.9621004_1021.051,Right,25.7454,2_0,66_61
898,127.6706,892.6105_1.710887_1175.439,Left,7.345419,1_1,51
899,128.1706,880.7526_1.710887_1173.598,Left,13.94936,,51
900,128.2306,877.7881_1.710887_1173.138,Left,24.29954,1_1,51_66
901,128.9107,760.5212_0.688456_1012.166,Right,14.28044,0_4,66_65
902,129.2508,883.7171_1.710887_1174.058,Left,19.73637,1_1,51
903,129.3508,948.4979_1.710887_909.7896,Left,11.92938,1_1,65_61
904,129.3908,758.6046_0.9621004_1024.012,Right,13.27804,2_0,66
905,130.031,886.6816_1.710887_1174.519,Left,12.43634,1_1,51
906,130.291,942.5584_0.688456_908.9393,Left,5.900326,0_4,65
907,130.5711,759.5629_0.8651666_1018.089,Right,17.61539,0_0,66_61
908,130.5911,939.5887_0.730626_908.5142,Left,18.03886,0_3,65
909,130.6911,933.6493_0.9621004_907.6638,Left,19.64561,2_0,65
910,131.0312,1128.12_0.688456_1094.446,Left,25.9859,0_4,61_66
911,131.6713,1128.593_0.8651666_1091.483,Left,11.3961,0_0,61_66
912,132.2914,1129.067_0.8651666_1088.521,Left,8.686179,0_0,61
913,132.7515,936.619_1.362484_908.089,Left,9.48408,1_2,65
914,132.9116,939.5887_0.730626_908.5142,Left,28.96512,0_3,65
915,134.5119,1128.12_0.9621004_1094.446,Left,23.49382,2_0,61
916,135.1721,1128.593_0.9621004_1091.483,Left,6.067008,2_0,61
